data,regione,classe_numero_casi
20-06-17,Sicilia,1-10
20-06-18,Sicilia,1-10
20-06-19,Sicilia,1-10
20-06-20,Sicilia,1-10
20-06-22,Sicilia,1-10
20-06-23,Sicilia,1-10
20-06-24,Sicilia,1-10
20-06-25,Sicilia,1-10
20-06-26,Sicilia,1-10
20-06-29,Sicilia,1-10
20-06-30,Sicilia,1-10
20-07-02,Sicilia,1-10
20-07-03,Sicilia,1-10
20-07-04,Sicilia,1-10
20-07-06,Sicilia,1-10
20-07-07,Sicilia,1-10
20-07-08,Sicilia,1-10
20-03-01,Sardegna,1-10
20-03-03,Sardegna,1-10
20-03-04,Sardegna,1-10
20-03-05,Sardegna,1-10
20-03-06,Sardegna,1-10
20-03-07,Sardegna,1-10
20-03-08,Sardegna,1-10
20-03-10,Sardegna,1-10
20-03-11,Sardegna,1-10
20-03-12,Sardegna,1-10
20-03-13,Sardegna,1-10
20-03-17,Sardegna,1-10
20-03-24,Sardegna,1-10
20-04-12,Sardegna,1-10
20-04-17,Sardegna,1-10
20-04-19,Sardegna,1-10
20-04-21,Sardegna,1-10
20-04-22,Sardegna,1-10
20-04-23,Sardegna,1-10
20-04-24,Sardegna,1-10
20-04-25,Sardegna,1-10
20-04-26,Sardegna,1-10
20-04-27,Sardegna,1-10
20-04-28,Sardegna,1-10
20-04-30,Sardegna,1-10
20-05-01,Sardegna,1-10
20-05-02,Sardegna,1-10
20-05-03,Sardegna,1-10
20-05-04,Sardegna,1-10
20-05-05,Sardegna,1-10
20-05-06,Sardegna,1-10
20-05-07,Sardegna,1-10
20-05-08,Sardegna,1-10
20-05-09,Sardegna,1-10
20-05-10,Sardegna,1-10
20-05-11,Sardegna,1-10
20-05-12,Sardegna,1-10
20-05-13,Sardegna,1-10
20-05-14,Sardegna,1-10
20-05-18,Sardegna,1-10
20-05-20,Sardegna,1-10
20-05-22,Sardegna,1-10
20-05-25,Sardegna,1-10
20-05-27,Sardegna,1-10
20-05-30,Sardegna,1-10
20-06-04,Sardegna,1-10
20-06-05,Sardegna,1-10
20-06-08,Sardegna,1-10
20-06-10,Sardegna,1-10
20-06-15,Sardegna,1-10
20-06-16,Sardegna,1-10
20-06-18,Sardegna,1-10
20-06-22,Sardegna,1-10
20-06-23,Sardegna,1-10
20-06-26,Sardegna,1-10
20-06-27,Sardegna,1-10
20-06-29,Sardegna,1-10
20-07-01,Sardegna,1-10
20-07-04,Sardegna,1-10
20-02-27,Piemonte,11-50
20-02-28,Piemonte,11-50
20-03-02,Piemonte,11-50
20-03-03,Piemonte,11-50
20-03-04,Piemonte,11-50
20-03-05,Piemonte,11-50
20-05-24,Piemonte,11-50
20-05-27,Piemonte,11-50
20-05-31,Piemonte,11-50
20-06-01,Piemonte,11-50
20-06-02,Piemonte,11-50
20-06-03,Piemonte,11-50
20-06-04,Piemonte,11-50
20-06-05,Piemonte,11-50
20-06-06,Piemonte,11-50
20-06-08,Piemonte,11-50
20-06-09,Piemonte,11-50
20-06-10,Piemonte,11-50
20-06-11,Piemonte,11-50
20-06-12,Piemonte,11-50
20-06-13,Piemonte,11-50
20-06-15,Piemonte,11-50
20-06-16,Piemonte,11-50
20-06-17,Piemonte,11-50
20-06-18,Piemonte,11-50
20-06-19,Piemonte,11-50
20-06-20,Piemonte,11-50
20-06-23,Piemonte,11-50
20-06-24,Piemonte,11-50
20-06-25,Piemonte,11-50
20-06-26,Piemonte,11-50
20-06-27,Piemonte,11-50
20-06-30,Piemonte,11-50
20-07-01,Piemonte,11-50
20-07-02,Piemonte,11-50
20-07-03,Piemonte,11-50
20-07-04,Piemonte,11-50
20-07-07,Piemonte,11-50
20-03-12,Valle Aosta,11-50
20-03-13,Valle Aosta,11-50
20-03-14,Valle Aosta,11-50
20-03-15,Valle Aosta,11-50
20-03-16,Valle Aosta,11-50
20-03-17,Valle Aosta,11-50
20-03-18,Valle Aosta,11-50
20-03-21,Valle Aosta,11-50
20-03-22,Valle Aosta,11-50
20-03-23,Valle Aosta,11-50
20-03-25,Valle Aosta,11-50
20-03-26,Valle Aosta,11-50
20-03-28,Valle Aosta,11-50
20-03-29,Valle Aosta,11-50
20-03-30,Valle Aosta,11-50
20-03-31,Valle Aosta,11-50
20-04-01,Valle Aosta,11-50
20-04-03,Valle Aosta,11-50
20-04-04,Valle Aosta,11-50
20-04-06,Valle Aosta,11-50
20-04-07,Valle Aosta,11-50
20-04-08,Valle Aosta,11-50
20-04-09,Valle Aosta,11-50
20-04-10,Valle Aosta,11-50
20-04-15,Valle Aosta,11-50
20-02-21,Lombardia,11-50
20-02-22,Lombardia,11-50
20-02-23,Lombardia,11-50
20-05-31,Lombardia,11-50
20-06-02,Lombardia,11-50
20-06-07,Lombardia,11-50
20-06-14,Lombardia,11-50
20-06-21,Lombardia,11-50
20-06-27,Lombardia,11-50
20-06-28,Lombardia,11-50
20-07-05,Lombardia,11-50
20-07-07,Lombardia,11-50
20-03-07,PA Bolzano,11-50
20-03-09,PA Bolzano,11-50
20-03-10,PA Bolzano,11-50
20-03-11,PA Bolzano,11-50
20-03-12,PA Bolzano,11-50
20-03-14,PA Bolzano,11-50
20-03-15,PA Bolzano,11-50
20-03-21,PA Bolzano,11-50
20-03-22,PA Bolzano,11-50
20-04-05,PA Bolzano,11-50
20-04-10,PA Bolzano,11-50
20-04-13,PA Bolzano,11-50
20-04-14,PA Bolzano,11-50
20-04-15,PA Bolzano,11-50
20-04-16,PA Bolzano,11-50
20-04-17,PA Bolzano,11-50
20-04-18,PA Bolzano,11-50
20-04-21,PA Bolzano,11-50
20-04-22,PA Bolzano,11-50
20-04-23,PA Bolzano,11-50
20-04-27,PA Bolzano,11-50
20-04-28,PA Bolzano,11-50
20-06-20,PA Bolzano,11-50
20-03-08,PA Trento,11-50
20-03-09,PA Trento,11-50
20-03-10,PA Trento,11-50
20-03-11,PA Trento,11-50
20-03-13,PA Trento,11-50
20-03-15,PA Trento,11-50
20-04-04,PA Trento,11-50
20-04-05,PA Trento,11-50
20-04-11,PA Trento,11-50
20-04-13,PA Trento,11-50
20-04-22,PA Trento,11-50
20-04-26,PA Trento,11-50
20-04-28,PA Trento,11-50
20-04-29,PA Trento,11-50
20-05-01,PA Trento,11-50
20-05-02,PA Trento,11-50
20-05-06,PA Trento,11-50
20-05-07,PA Trento,11-50
20-05-09,PA Trento,11-50
20-05-11,PA Trento,11-50
20-05-12,PA Trento,11-50
20-05-13,PA Trento,11-50
20-05-14,PA Trento,11-50
20-05-15,PA Trento,11-50
20-05-18,PA Trento,11-50
20-05-19,PA Trento,11-50
20-05-20,PA Trento,11-50
20-05-22,PA Trento,11-50
20-05-25,PA Trento,11-50
20-02-22,Veneto,11-50
20-02-23,Veneto,11-50
20-02-24,Veneto,11-50
20-02-25,Veneto,11-50
20-02-26,Veneto,11-50
20-02-28,Veneto,11-50
20-02-29,Veneto,11-50
20-03-01,Veneto,11-50
20-03-02,Veneto,11-50
20-03-03,Veneto,11-50
20-05-03,Veneto,11-50
20-05-09,Veneto,11-50
20-05-11,Veneto,11-50
20-05-12,Veneto,11-50
20-05-13,Veneto,11-50
20-05-14,Veneto,11-50
20-05-15,Veneto,11-50
20-05-16,Veneto,11-50
20-05-18,Veneto,11-50
20-05-19,Veneto,11-50
20-05-20,Veneto,11-50
20-05-21,Veneto,11-50
20-05-22,Veneto,11-50
20-05-25,Veneto,11-50
20-05-26,Veneto,11-50
20-06-11,Veneto,11-50
20-06-29,Veneto,11-50
20-06-30,Veneto,11-50
20-03-06,Friuli,11-50
20-03-07,Friuli,11-50
20-03-08,Friuli,11-50
20-03-09,Friuli,11-50
20-03-12,Friuli,11-50
20-03-15,Friuli,11-50
20-03-29,Friuli,11-50
20-04-03,Friuli,11-50
20-04-05,Friuli,11-50
20-04-07,Friuli,11-50
20-04-08,Friuli,11-50
20-04-11,Friuli,11-50
20-04-12,Friuli,11-50
20-04-16,Friuli,11-50
20-04-17,Friuli,11-50
20-04-18,Friuli,11-50
20-04-19,Friuli,11-50
20-04-20,Friuli,11-50
20-04-21,Friuli,11-50
20-04-22,Friuli,11-50
20-04-23,Friuli,11-50
20-04-24,Friuli,11-50
20-04-25,Friuli,11-50
20-04-27,Friuli,11-50
20-04-28,Friuli,11-50
20-04-29,Friuli,11-50
20-04-30,Friuli,11-50
20-05-05,Friuli,11-50
20-05-07,Friuli,11-50
20-05-08,Friuli,11-50
20-05-11,Friuli,11-50
20-05-15,Friuli,11-50
20-05-25,Friuli,11-50
20-02-26,Liguria,11-50
20-02-28,Liguria,11-50
20-03-06,Liguria,11-50
20-03-07,Liguria,11-50
20-03-08,Liguria,11-50
20-03-10,Liguria,11-50
20-05-03,Liguria,11-50
20-05-09,Liguria,11-50
20-05-10,Liguria,11-50
20-05-18,Liguria,11-50
20-05-20,Liguria,11-50
20-05-21,Liguria,11-50
20-05-22,Liguria,11-50
20-05-23,Liguria,11-50
20-05-24,Liguria,11-50
20-05-25,Liguria,11-50
20-05-26,Liguria,11-50
20-05-27,Liguria,11-50
20-05-28,Liguria,11-50
20-05-29,Liguria,11-50
20-06-01,Liguria,11-50
20-06-02,Liguria,11-50
20-06-03,Liguria,11-50
20-06-04,Liguria,11-50
20-06-05,Liguria,11-50
20-06-08,Liguria,11-50
20-06-09,Liguria,11-50
20-06-15,Liguria,11-50
20-06-16,Liguria,11-50
20-06-18,Liguria,11-50
20-06-23,Liguria,11-50
20-02-23,Emilia,11-50
20-02-25,Emilia,11-50
20-02-27,Emilia,11-50
20-02-28,Emilia,11-50
20-02-29,Emilia,11-50
20-05-10,Emilia,11-50
20-05-16,Emilia,11-50
20-05-17,Emilia,11-50
20-05-19,Emilia,11-50
20-05-21,Emilia,11-50
20-05-22,Emilia,11-50
20-05-23,Emilia,11-50
20-05-24,Emilia,11-50
20-05-25,Emilia,11-50
20-05-27,Emilia,11-50
20-05-28,Emilia,11-50
20-05-29,Emilia,11-50
20-05-30,Emilia,11-50
20-06-01,Emilia,11-50
20-06-02,Emilia,11-50
20-06-03,Emilia,11-50
20-06-04,Emilia,11-50
20-06-05,Emilia,11-50
20-06-06,Emilia,11-50
20-06-07,Emilia,11-50
20-06-08,Emilia,11-50
20-06-09,Emilia,11-50
20-06-10,Emilia,11-50
20-06-11,Emilia,11-50
20-06-12,Emilia,11-50
20-06-13,Emilia,11-50
20-06-15,Emilia,11-50
20-06-16,Emilia,11-50
20-06-17,Emilia,11-50
20-06-18,Emilia,11-50
20-06-19,Emilia,11-50
20-06-20,Emilia,11-50
20-06-23,Emilia,11-50
20-06-24,Emilia,11-50
20-06-25,Emilia,11-50
20-06-26,Emilia,11-50
20-06-27,Emilia,11-50
20-06-29,Emilia,11-50
20-06-30,Emilia,11-50
20-07-01,Emilia,11-50
20-07-02,Emilia,11-50
20-07-03,Emilia,11-50
20-07-04,Emilia,11-50
20-07-05,Emilia,11-50
20-07-06,Emilia,11-50
20-07-07,Emilia,11-50
20-03-03,Toscana,11-50
20-03-04,Toscana,11-50
20-03-05,Toscana,11-50
20-03-06,Toscana,11-50
20-03-07,Toscana,11-50
20-04-25,Toscana,11-50
20-04-26,Toscana,11-50
20-04-28,Toscana,11-50
20-05-01,Toscana,11-50
20-05-02,Toscana,11-50
20-05-03,Toscana,11-50
20-05-04,Toscana,11-50
20-05-06,Toscana,11-50
20-05-07,Toscana,11-50
20-05-08,Toscana,11-50
20-05-09,Toscana,11-50
20-05-10,Toscana,11-50
20-05-11,Toscana,11-50
20-05-12,Toscana,11-50
20-05-13,Toscana,11-50
20-05-14,Toscana,11-50
20-05-15,Toscana,11-50
20-05-16,Toscana,11-50
20-05-19,Toscana,11-50
20-05-20,Toscana,11-50
20-05-21,Toscana,11-50
20-05-22,Toscana,11-50
20-06-01,Toscana,11-50
20-06-10,Toscana,11-50
20-07-03,Toscana,11-50
20-03-09,Umbria,11-50
20-03-11,Umbria,11-50
20-03-12,Umbria,11-50
20-03-13,Umbria,11-50
20-03-14,Umbria,11-50
20-03-15,Umbria,11-50
20-03-17,Umbria,11-50
20-03-22,Umbria,11-50
20-03-30,Umbria,11-50
20-03-31,Umbria,11-50
20-04-01,Umbria,11-50
20-04-02,Umbria,11-50
20-04-03,Umbria,11-50
20-04-04,Umbria,11-50
20-04-06,Umbria,11-50
20-04-07,Umbria,11-50
20-02-29,Marche,11-50
20-03-01,Marche,11-50
20-03-02,Marche,11-50
20-03-03,Marche,11-50
20-03-04,Marche,11-50
20-03-05,Marche,11-50
20-03-29,Marche,11-50
20-04-12,Marche,11-50
20-04-13,Marche,11-50
20-04-19,Marche,11-50
20-04-20,Marche,11-50
20-04-23,Marche,11-50
20-04-25,Marche,11-50
20-04-26,Marche,11-50
20-04-27,Marche,11-50
20-04-28,Marche,11-50
20-04-29,Marche,11-50
20-04-30,Marche,11-50
20-05-01,Marche,11-50
20-05-02,Marche,11-50
20-05-03,Marche,11-50
20-05-04,Marche,11-50
20-05-05,Marche,11-50
20-05-06,Marche,11-50
20-05-07,Marche,11-50
20-05-08,Marche,11-50
20-05-13,Marche,11-50
20-05-14,Marche,11-50
20-05-15,Marche,11-50
20-05-19,Marche,11-50
20-03-01,Lazio,11-50
20-03-03,Lazio,11-50
20-03-04,Lazio,11-50
20-03-05,Lazio,11-50
20-03-06,Lazio,11-50
20-03-07,Lazio,11-50
20-03-08,Lazio,11-50
20-03-09,Lazio,11-50
20-03-10,Lazio,11-50
20-04-19,Lazio,11-50
20-04-20,Lazio,11-50
20-04-30,Lazio,11-50
20-05-01,Lazio,11-50
20-05-02,Lazio,11-50
20-05-03,Lazio,11-50
20-05-05,Lazio,11-50
20-05-06,Lazio,11-50
20-05-07,Lazio,11-50
20-05-08,Lazio,11-50
20-05-09,Lazio,11-50
20-05-10,Lazio,11-50
20-05-11,Lazio,11-50
20-05-12,Lazio,11-50
20-05-13,Lazio,11-50
20-05-14,Lazio,11-50
20-05-15,Lazio,11-50
20-05-16,Lazio,11-50
20-05-17,Lazio,11-50
20-05-18,Lazio,11-50
20-05-19,Lazio,11-50
20-05-20,Lazio,11-50
20-05-21,Lazio,11-50
20-05-22,Lazio,11-50
20-05-23,Lazio,11-50
20-05-25,Lazio,11-50
20-05-26,Lazio,11-50
20-05-28,Lazio,11-50
20-06-03,Lazio,11-50
20-06-04,Lazio,11-50
20-06-05,Lazio,11-50
20-06-06,Lazio,11-50
20-06-08,Lazio,11-50
20-06-09,Lazio,11-50
20-06-10,Lazio,11-50
20-06-11,Lazio,11-50
20-06-12,Lazio,11-50
20-06-13,Lazio,11-50
20-06-18,Lazio,11-50
20-06-22,Lazio,11-50
20-06-25,Lazio,11-50
20-06-26,Lazio,11-50
20-06-27,Lazio,11-50
20-07-01,Lazio,11-50
20-07-02,Lazio,11-50
20-07-03,Lazio,11-50
20-07-04,Lazio,11-50
20-07-05,Lazio,11-50
20-03-08,Abruzzo,11-50
20-03-09,Abruzzo,11-50
20-03-10,Abruzzo,11-50
20-03-11,Abruzzo,11-50
20-03-12,Abruzzo,11-50
20-03-15,Abruzzo,11-50
20-03-29,Abruzzo,11-50
20-04-05,Abruzzo,11-50
20-04-12,Abruzzo,11-50
20-04-13,Abruzzo,11-50
20-04-14,Abruzzo,11-50
20-04-16,Abruzzo,11-50
20-04-17,Abruzzo,11-50
20-04-18,Abruzzo,11-50
20-04-21,Abruzzo,11-50
20-04-22,Abruzzo,11-50
20-04-23,Abruzzo,11-50
20-04-24,Abruzzo,11-50
20-04-27,Abruzzo,11-50
20-04-28,Abruzzo,11-50
20-04-29,Abruzzo,11-50
20-04-30,Abruzzo,11-50
20-05-04,Abruzzo,11-50
20-05-05,Abruzzo,11-50
20-05-06,Abruzzo,11-50
20-05-07,Abruzzo,11-50
20-05-12,Abruzzo,11-50
20-05-14,Abruzzo,11-50
20-03-18,Molise,11-50
20-03-20,Molise,11-50
20-03-25,Molise,11-50
20-03-26,Molise,11-50
20-03-27,Molise,11-50
20-03-31,Molise,11-50
20-04-03,Molise,11-50
20-04-04,Molise,11-50
20-04-15,Molise,11-50
20-05-07,Molise,11-50
20-05-08,Molise,11-50
20-05-09,Molise,11-50
20-05-10,Molise,11-50
20-05-11,Molise,11-50
20-02-28,Campania,11-50
20-03-06,Campania,11-50
20-03-07,Campania,11-50
20-03-08,Campania,11-50
20-03-09,Campania,11-50
20-03-10,Campania,11-50
20-03-11,Campania,11-50
20-04-12,Campania,11-50
20-04-16,Campania,11-50
20-04-17,Campania,11-50
20-04-18,Campania,11-50
20-04-19,Campania,11-50
20-04-20,Campania,11-50
20-04-21,Campania,11-50
20-04-22,Campania,11-50
20-04-23,Campania,11-50
20-04-24,Campania,11-50
20-04-25,Campania,11-50
20-04-26,Campania,11-50
20-04-27,Campania,11-50
20-04-28,Campania,11-50
20-04-29,Campania,11-50
20-04-30,Campania,11-50
20-05-01,Campania,11-50
20-05-02,Campania,11-50
20-05-04,Campania,11-50
20-05-07,Campania,11-50
20-05-08,Campania,11-50
20-05-09,Campania,11-50
20-05-12,Campania,11-50
20-05-13,Campania,11-50
20-05-14,Campania,11-50
20-05-18,Campania,11-50
20-05-19,Campania,11-50
20-05-25,Campania,11-50
20-06-23,Campania,11-50
20-06-28,Campania,11-50
20-06-29,Campania,11-50
20-07-02,Campania,11-50
20-07-04,Campania,11-50
20-03-06,Puglia,11-50
20-03-09,Puglia,11-50
20-03-10,Puglia,11-50
20-03-11,Puglia,11-50
20-03-13,Puglia,11-50
20-03-15,Puglia,11-50
20-03-16,Puglia,11-50
20-04-12,Puglia,11-50
20-04-13,Puglia,11-50
20-04-19,Puglia,11-50
20-04-22,Puglia,11-50
20-04-24,Puglia,11-50
20-04-25,Puglia,11-50
20-04-26,Puglia,11-50
20-04-27,Puglia,11-50
20-04-28,Puglia,11-50
20-04-29,Puglia,11-50
20-04-30,Puglia,11-50
20-05-01,Puglia,11-50
20-05-02,Puglia,11-50
20-05-04,Puglia,11-50
20-05-05,Puglia,11-50
20-05-06,Puglia,11-50
20-05-07,Puglia,11-50
20-05-08,Puglia,11-50
20-05-09,Puglia,11-50
20-05-18,Puglia,11-50
20-05-20,Puglia,11-50
20-05-21,Puglia,11-50
20-05-22,Puglia,11-50
20-05-26,Puglia,11-50
20-03-18,Basilicata,11-50
20-03-19,Basilicata,11-50
20-03-20,Basilicata,11-50
20-03-23,Basilicata,11-50
20-03-24,Basilicata,11-50
20-03-26,Basilicata,11-50
20-03-27,Basilicata,11-50
20-03-28,Basilicata,11-50
20-03-30,Basilicata,11-50
20-04-03,Basilicata,11-50
20-04-15,Basilicata,11-50
20-03-11,Calabria,11-50
20-03-12,Calabria,11-50
20-03-13,Calabria,11-50
20-03-15,Calabria,11-50
20-03-16,Calabria,11-50
20-03-17,Calabria,11-50
20-03-18,Calabria,11-50
20-03-19,Calabria,11-50
20-03-20,Calabria,11-50
20-03-21,Calabria,11-50
20-03-22,Calabria,11-50
20-03-23,Calabria,11-50
20-03-24,Calabria,11-50
20-03-28,Calabria,11-50
20-03-29,Calabria,11-50
20-03-30,Calabria,11-50
20-03-31,Calabria,11-50
20-04-01,Calabria,11-50
20-04-02,Calabria,11-50
20-04-03,Calabria,11-50
20-04-04,Calabria,11-50
20-04-06,Calabria,11-50
20-04-07,Calabria,11-50
20-04-08,Calabria,11-50
20-04-09,Calabria,11-50
20-04-13,Calabria,11-50
20-04-14,Calabria,11-50
20-04-15,Calabria,11-50
20-04-16,Calabria,11-50
20-04-17,Calabria,11-50
20-04-19,Calabria,11-50
20-04-22,Calabria,11-50
20-03-07,Sicilia,11-50
20-03-09,Sicilia,11-50
20-03-10,Sicilia,11-50
20-03-11,Sicilia,11-50
20-03-12,Sicilia,11-50
20-03-13,Sicilia,11-50
20-03-14,Sicilia,11-50
20-03-15,Sicilia,11-50
20-03-16,Sicilia,11-50
20-03-29,Sicilia,11-50
20-04-01,Sicilia,11-50
20-04-02,Sicilia,11-50
20-04-03,Sicilia,11-50
20-04-04,Sicilia,11-50
20-04-05,Sicilia,11-50
20-04-11,Sicilia,11-50
20-04-12,Sicilia,11-50
20-04-13,Sicilia,11-50
20-04-14,Sicilia,11-50
20-04-15,Sicilia,11-50
20-04-16,Sicilia,11-50
20-04-17,Sicilia,11-50
20-04-18,Sicilia,11-50
20-04-21,Sicilia,11-50
20-04-22,Sicilia,11-50
20-04-23,Sicilia,11-50
20-04-24,Sicilia,11-50
20-04-27,Sicilia,11-50
20-04-28,Sicilia,11-50
20-04-29,Sicilia,11-50
20-04-30,Sicilia,11-50
20-05-02,Sicilia,11-50
20-05-05,Sicilia,11-50
20-05-08,Sicilia,11-50
20-07-01,Sicilia,11-50
20-03-09,Sardegna,11-50
20-03-14,Sardegna,11-50
20-03-15,Sardegna,11-50
20-03-16,Sardegna,11-50
20-03-20,Sardegna,11-50
20-03-21,Sardegna,11-50
20-03-22,Sardegna,11-50
20-03-23,Sardegna,11-50
20-03-26,Sardegna,11-50
20-03-27,Sardegna,11-50
20-03-28,Sardegna,11-50
20-03-30,Sardegna,11-50
20-03-31,Sardegna,11-50
20-04-01,Sardegna,11-50
20-04-03,Sardegna,11-50
20-04-04,Sardegna,11-50
20-04-05,Sardegna,11-50
20-04-07,Sardegna,11-50
20-04-08,Sardegna,11-50
20-04-10,Sardegna,11-50
20-04-11,Sardegna,11-50
20-04-13,Sardegna,11-50
20-04-14,Sardegna,11-50
20-04-15,Sardegna,11-50
20-04-16,Sardegna,11-50
20-04-18,Sardegna,11-50
20-04-20,Sardegna,11-50
20-04-29,Sardegna,11-50
20-03-06,Piemonte,51-100
20-03-07,Piemonte,51-100
20-05-10,Piemonte,51-100
20-05-11,Piemonte,51-100
20-05-16,Piemonte,51-100
20-05-17,Piemonte,51-100
20-05-20,Piemonte,51-100
20-05-21,Piemonte,51-100
20-05-22,Piemonte,51-100
20-05-23,Piemonte,51-100
20-05-25,Piemonte,51-100
20-05-26,Piemonte,51-100
20-05-28,Piemonte,51-100
20-05-29,Piemonte,51-100
20-05-30,Piemonte,51-100
20-03-19,Valle Aosta,51-100
20-03-20,Valle Aosta,51-100
20-03-27,Valle Aosta,51-100
20-04-02,Valle Aosta,51-100
20-04-16,Valle Aosta,51-100
20-04-17,Valle Aosta,51-100
20-02-24,Lombardia,51-100
20-02-25,Lombardia,51-100
20-05-10,Lombardia,51-100
20-05-17,Lombardia,51-100
20-05-24,Lombardia,51-100
20-06-20,Lombardia,51-100
20-06-25,Lombardia,51-100
20-06-30,Lombardia,51-100
20-07-04,Lombardia,51-100
20-07-06,Lombardia,51-100
20-03-13,PA Bolzano,51-100
20-03-16,PA Bolzano,51-100
20-03-17,PA Bolzano,51-100
20-03-18,PA Bolzano,51-100
20-03-19,PA Bolzano,51-100
20-03-20,PA Bolzano,51-100
20-03-23,PA Bolzano,51-100
20-03-24,PA Bolzano,51-100
20-03-25,PA Bolzano,51-100
20-03-28,PA Bolzano,51-100
20-03-29,PA Bolzano,51-100
20-03-30,PA Bolzano,51-100
20-03-31,PA Bolzano,51-100
20-04-01,PA Bolzano,51-100
20-04-02,PA Bolzano,51-100
20-04-03,PA Bolzano,51-100
20-04-04,PA Bolzano,51-100
20-04-06,PA Bolzano,51-100
20-04-07,PA Bolzano,51-100
20-04-08,PA Bolzano,51-100
20-04-09,PA Bolzano,51-100
20-04-11,PA Bolzano,51-100
20-03-12,PA Trento,51-100
20-03-14,PA Trento,51-100
20-03-16,PA Trento,51-100
20-03-17,PA Trento,51-100
20-03-18,PA Trento,51-100
20-03-19,PA Trento,51-100
20-03-22,PA Trento,51-100
20-03-23,PA Trento,51-100
20-03-27,PA Trento,51-100
20-03-29,PA Trento,51-100
20-04-01,PA Trento,51-100
20-04-14,PA Trento,51-100
20-04-16,PA Trento,51-100
20-04-17,PA Trento,51-100
20-04-20,PA Trento,51-100
20-04-21,PA Trento,51-100
20-04-23,PA Trento,51-100
20-04-24,PA Trento,51-100
20-04-25,PA Trento,51-100
20-04-27,PA Trento,51-100
20-04-30,PA Trento,51-100
20-05-04,PA Trento,51-100
20-05-05,PA Trento,51-100
20-05-08,PA Trento,51-100
20-02-27,Veneto,51-100
20-03-05,Veneto,51-100
20-03-06,Veneto,51-100
20-03-08,Veneto,51-100
20-04-12,Veneto,51-100
20-04-13,Veneto,51-100
20-04-25,Veneto,51-100
20-04-26,Veneto,51-100
20-05-01,Veneto,51-100
20-05-02,Veneto,51-100
20-05-05,Veneto,51-100
20-05-06,Veneto,51-100
20-05-07,Veneto,51-100
20-05-08,Veneto,51-100
20-03-10,Friuli,51-100
20-03-11,Friuli,51-100
20-03-13,Friuli,51-100
20-03-14,Friuli,51-100
20-03-16,Friuli,51-100
20-03-18,Friuli,51-100
20-03-19,Friuli,51-100
20-03-20,Friuli,51-100
20-03-21,Friuli,51-100
20-03-22,Friuli,51-100
20-03-23,Friuli,51-100
20-03-24,Friuli,51-100
20-03-25,Friuli,51-100
20-03-26,Friuli,51-100
20-03-28,Friuli,51-100
20-03-30,Friuli,51-100
20-03-31,Friuli,51-100
20-04-01,Friuli,51-100
20-04-04,Friuli,51-100
20-04-06,Friuli,51-100
20-04-09,Friuli,51-100
20-04-10,Friuli,51-100
20-04-13,Friuli,51-100
20-04-14,Friuli,51-100
20-04-15,Friuli,51-100
20-03-09,Liguria,51-100
20-03-11,Liguria,51-100
20-03-12,Liguria,51-100
20-03-14,Liguria,51-100
20-04-16,Liguria,51-100
20-04-19,Liguria,51-100
20-04-27,Liguria,51-100
20-04-30,Liguria,51-100
20-05-02,Liguria,51-100
20-05-04,Liguria,51-100
20-05-06,Liguria,51-100
20-05-07,Liguria,51-100
20-05-08,Liguria,51-100
20-05-11,Liguria,51-100
20-05-12,Liguria,51-100
20-05-13,Liguria,51-100
20-05-14,Liguria,51-100
20-05-15,Liguria,51-100
20-05-16,Liguria,51-100
20-05-17,Liguria,51-100
20-05-19,Liguria,51-100
20-02-26,Emilia,51-100
20-03-01,Emilia,51-100
20-03-02,Emilia,51-100
20-05-02,Emilia,51-100
20-05-04,Emilia,51-100
20-05-09,Emilia,51-100
20-05-11,Emilia,51-100
20-05-12,Emilia,51-100
20-05-13,Emilia,51-100
20-05-14,Emilia,51-100
20-05-15,Emilia,51-100
20-05-18,Emilia,51-100
20-05-20,Emilia,51-100
20-05-26,Emilia,51-100
20-06-22,Emilia,51-100
20-03-08,Toscana,51-100
20-03-09,Toscana,51-100
20-03-10,Toscana,51-100
20-03-11,Toscana,51-100
20-04-05,Toscana,51-100
20-04-13,Toscana,51-100
20-04-18,Toscana,51-100
20-04-19,Toscana,51-100
20-04-21,Toscana,51-100
20-04-27,Toscana,51-100
20-04-29,Toscana,51-100
20-04-30,Toscana,51-100
20-05-05,Toscana,51-100
20-03-16,Umbria,51-100
20-03-18,Umbria,51-100
20-03-19,Umbria,51-100
20-03-20,Umbria,51-100
20-03-21,Umbria,51-100
20-03-23,Umbria,51-100
20-03-24,Umbria,51-100
20-03-25,Umbria,51-100
20-03-26,Umbria,51-100
20-03-27,Umbria,51-100
20-03-28,Umbria,51-100
20-03-06,Marche,51-100
20-03-07,Marche,51-100
20-03-08,Marche,51-100
20-03-09,Marche,51-100
20-03-11,Marche,51-100
20-03-22,Marche,51-100
20-04-04,Marche,51-100
20-04-05,Marche,51-100
20-04-10,Marche,51-100
20-04-11,Marche,51-100
20-04-14,Marche,51-100
20-04-16,Marche,51-100
20-04-17,Marche,51-100
20-04-18,Marche,51-100
20-04-21,Marche,51-100
20-04-22,Marche,51-100
20-04-24,Marche,51-100
20-03-11,Lazio,51-100
20-03-12,Lazio,51-100
20-03-14,Lazio,51-100
20-03-15,Lazio,51-100
20-04-05,Lazio,51-100
20-04-12,Lazio,51-100
20-04-14,Lazio,51-100
20-04-15,Lazio,51-100
20-04-16,Lazio,51-100
20-04-18,Lazio,51-100
