data,regione,classe_numero_casi
20-06-08,Lombardia,501-1000
20-08-17,Lombardia,501-1000
20-08-24,Lombardia,501-1000
20-08-31,Lombardia,501-1000
20-09-07,Lombardia,501-1000
20-09-14,Lombardia,501-1000
20-09-21,Lombardia,501-1000
20-09-28,Lombardia,501-1000
21-05-24,Lombardia,501-1000
21-05-31,Lombardia,501-1000
21-06-07,Lombardia,501-1000
21-06-14,Lombardia,501-1000
21-07-05,Lombardia,501-1000
20-10-19,PA Bolzano,501-1000
20-10-26,PA Bolzano,501-1000
20-11-02,PA Bolzano,501-1000
20-11-09,PA Bolzano,501-1000
20-11-16,PA Bolzano,501-1000
20-11-23,PA Bolzano,501-1000
20-11-30,PA Bolzano,501-1000
20-12-07,PA Bolzano,501-1000
20-12-14,PA Bolzano,501-1000
20-12-21,PA Bolzano,501-1000
20-12-28,PA Bolzano,501-1000
21-01-04,PA Bolzano,501-1000
21-01-11,PA Bolzano,501-1000
21-01-18,PA Bolzano,501-1000
21-01-25,PA Bolzano,501-1000
21-02-01,PA Bolzano,501-1000
21-02-08,PA Bolzano,501-1000
21-02-15,PA Bolzano,501-1000
21-02-22,PA Bolzano,501-1000
21-03-01,PA Bolzano,501-1000
20-10-19,PA Trento,501-1000
20-10-26,PA Trento,501-1000
20-11-02,PA Trento,501-1000
20-11-09,PA Trento,501-1000
20-11-16,PA Trento,501-1000
20-11-23,PA Trento,501-1000
20-11-30,PA Trento,501-1000
20-12-07,PA Trento,501-1000
20-12-14,PA Trento,501-1000
20-12-21,PA Trento,501-1000
20-12-28,PA Trento,501-1000
21-01-04,PA Trento,501-1000
21-01-11,PA Trento,501-1000
21-01-18,PA Trento,501-1000
21-01-25,PA Trento,501-1000
21-02-01,PA Trento,501-1000
21-02-08,PA Trento,501-1000
21-02-15,PA Trento,501-1000
21-02-22,PA Trento,501-1000
21-03-01,PA Trento,501-1000
21-03-08,PA Trento,501-1000
21-03-15,PA Trento,501-1000
21-03-22,PA Trento,501-1000
20-03-09,Veneto,501-1000
20-03-16,Veneto,501-1000
20-03-23,Veneto,501-1000
20-03-30,Veneto,501-1000
20-04-06,Veneto,501-1000
20-04-13,Veneto,501-1000
20-04-20,Veneto,501-1000
20-08-31,Veneto,501-1000
20-09-14,Veneto,501-1000
20-09-21,Veneto,501-1000
20-09-28,Veneto,501-1000
20-10-05,Veneto,501-1000
20-10-12,Veneto,501-1000
21-02-01,Veneto,501-1000
21-02-08,Veneto,501-1000
21-05-03,Veneto,501-1000
21-05-10,Veneto,501-1000
21-05-17,Veneto,501-1000
21-05-24,Veneto,501-1000
20-10-19,Friuli,501-1000
20-10-26,Friuli,501-1000
20-11-02,Friuli,501-1000
20-11-09,Friuli,501-1000
20-11-30,Friuli,501-1000
20-12-07,Friuli,501-1000
20-12-14,Friuli,501-1000
20-12-21,Friuli,501-1000
20-12-28,Friuli,501-1000
21-01-04,Friuli,501-1000
21-01-11,Friuli,501-1000
21-01-18,Friuli,501-1000
21-01-25,Friuli,501-1000
21-02-01,Friuli,501-1000
21-02-08,Friuli,501-1000
21-02-15,Friuli,501-1000
21-02-22,Friuli,501-1000
21-03-01,Friuli,501-1000
21-03-22,Friuli,501-1000
21-03-29,Friuli,501-1000
21-04-05,Friuli,501-1000
21-04-12,Friuli,501-1000
21-04-19,Friuli,501-1000
20-03-16,Liguria,501-1000
20-03-23,Liguria,501-1000
20-03-30,Liguria,501-1000
20-04-06,Liguria,501-1000
20-10-05,Liguria,501-1000
20-10-12,Liguria,501-1000
20-11-16,Liguria,501-1000
20-11-23,Liguria,501-1000
20-11-30,Liguria,501-1000
20-12-07,Liguria,501-1000
20-12-14,Liguria,501-1000
20-12-21,Liguria,501-1000
20-12-28,Liguria,501-1000
21-01-04,Liguria,501-1000
21-01-11,Liguria,501-1000
21-01-18,Liguria,501-1000
21-01-25,Liguria,501-1000
21-02-01,Liguria,501-1000
21-02-08,Liguria,501-1000
21-02-15,Liguria,501-1000
21-02-22,Liguria,501-1000
21-03-01,Liguria,501-1000
21-03-08,Liguria,501-1000
21-03-15,Liguria,501-1000
21-03-22,Liguria,501-1000
21-03-29,Liguria,501-1000
21-04-05,Liguria,501-1000
21-04-12,Liguria,501-1000
21-04-19,Liguria,501-1000
21-04-26,Liguria,501-1000
21-05-03,Liguria,501-1000
20-03-02,Emilia,501-1000
20-03-09,Emilia,501-1000
20-03-23,Emilia,501-1000
20-03-30,Emilia,501-1000
20-04-06,Emilia,501-1000
20-04-13,Emilia,501-1000
20-04-20,Emilia,501-1000
20-04-27,Emilia,501-1000
20-09-28,Emilia,501-1000
20-10-05,Emilia,501-1000
20-10-12,Emilia,501-1000
21-05-03,Emilia,501-1000
21-05-10,Emilia,501-1000
21-05-17,Emilia,501-1000
21-05-24,Emilia,501-1000
21-05-31,Emilia,501-1000
20-03-16,Toscana,501-1000
20-03-23,Toscana,501-1000
20-03-30,Toscana,501-1000
20-04-06,Toscana,501-1000
20-09-28,Toscana,501-1000
20-10-05,Toscana,501-1000
20-11-30,Toscana,501-1000
20-12-07,Toscana,501-1000
20-12-14,Toscana,501-1000
20-12-21,Toscana,501-1000
20-12-28,Toscana,501-1000
21-01-04,Toscana,501-1000
21-01-11,Toscana,501-1000
21-01-18,Toscana,501-1000
21-01-25,Toscana,501-1000
21-02-01,Toscana,501-1000
21-02-08,Toscana,501-1000
21-05-03,Toscana,501-1000
21-05-10,Toscana,501-1000
21-05-17,Toscana,501-1000
21-05-24,Toscana,501-1000
21-05-31,Toscana,501-1000
20-10-12,Umbria,501-1000
20-10-19,Umbria,501-1000
20-10-26,Umbria,501-1000
20-11-02,Umbria,501-1000
20-11-09,Umbria,501-1000
20-11-16,Umbria,501-1000
20-11-23,Umbria,501-1000
20-11-30,Umbria,501-1000
20-12-07,Umbria,501-1000
20-12-28,Umbria,501-1000
21-01-04,Umbria,501-1000
21-01-11,Umbria,501-1000
21-01-18,Umbria,501-1000
21-01-25,Umbria,501-1000
21-02-01,Umbria,501-1000
21-02-08,Umbria,501-1000
21-02-15,Umbria,501-1000
21-02-22,Umbria,501-1000
21-03-01,Umbria,501-1000
21-03-08,Umbria,501-1000
21-03-15,Umbria,501-1000
21-03-22,Umbria,501-1000
21-03-29,Umbria,501-1000
20-03-16,Marche,501-1000
20-03-23,Marche,501-1000
20-10-12,Marche,501-1000
20-10-19,Marche,501-1000
20-10-26,Marche,501-1000
20-11-02,Marche,501-1000
20-11-09,Marche,501-1000
20-11-16,Marche,501-1000
20-11-23,Marche,501-1000
20-11-30,Marche,501-1000
20-12-07,Marche,501-1000
20-12-14,Marche,501-1000
20-12-21,Marche,501-1000
20-12-28,Marche,501-1000
21-01-04,Marche,501-1000
21-01-11,Marche,501-1000
21-01-18,Marche,501-1000
21-01-25,Marche,501-1000
21-02-01,Marche,501-1000
21-02-08,Marche,501-1000
21-02-15,Marche,501-1000
21-02-22,Marche,501-1000
21-03-15,Marche,501-1000
21-03-22,Marche,501-1000
21-03-29,Marche,501-1000
21-04-05,Marche,501-1000
21-04-12,Marche,501-1000
21-04-19,Marche,501-1000
21-04-26,Marche,501-1000
21-05-03,Marche,501-1000
21-05-10,Marche,501-1000
20-03-16,Lazio,501-1000
20-03-23,Lazio,501-1000
20-03-30,Lazio,501-1000
20-08-17,Lazio,501-1000
20-08-24,Lazio,501-1000
20-08-31,Lazio,501-1000
20-09-07,Lazio,501-1000
20-09-14,Lazio,501-1000
20-09-21,Lazio,501-1000
20-09-28,Lazio,501-1000
20-10-05,Lazio,501-1000
21-05-10,Lazio,501-1000
21-05-17,Lazio,501-1000
21-05-24,Lazio,501-1000
21-05-31,Lazio,501-1000
21-06-07,Lazio,501-1000
20-10-12,Abruzzo,501-1000
20-10-19,Abruzzo,501-1000
20-10-26,Abruzzo,501-1000
20-11-02,Abruzzo,501-1000
20-11-09,Abruzzo,501-1000
20-11-16,Abruzzo,501-1000
20-11-23,Abruzzo,501-1000
20-11-30,Abruzzo,501-1000
20-12-07,Abruzzo,501-1000
20-12-14,Abruzzo,501-1000
20-12-28,Abruzzo,501-1000
21-01-04,Abruzzo,501-1000
21-01-11,Abruzzo,501-1000
21-01-18,Abruzzo,501-1000
21-01-25,Abruzzo,501-1000
21-02-01,Abruzzo,501-1000
21-02-08,Abruzzo,501-1000
21-02-15,Abruzzo,501-1000
21-02-22,Abruzzo,501-1000
21-03-01,Abruzzo,501-1000
21-03-08,Abruzzo,501-1000
21-03-15,Abruzzo,501-1000
21-03-22,Abruzzo,501-1000
21-03-29,Abruzzo,501-1000
21-04-05,Abruzzo,501-1000
21-04-12,Abruzzo,501-1000
21-04-19,Abruzzo,501-1000
21-04-26,Abruzzo,501-1000
20-08-24,Campania,501-1000
20-09-14,Campania,501-1000
20-09-21,Campania,501-1000
20-09-28,Campania,501-1000
21-05-17,Campania,501-1000
21-05-24,Campania,501-1000
21-05-31,Campania,501-1000
21-06-07,Campania,501-1000
20-10-05,Puglia,501-1000
20-10-12,Puglia,501-1000
20-10-19,Puglia,501-1000
21-05-10,Puglia,501-1000
21-05-17,Puglia,501-1000
21-05-24,Puglia,501-1000
20-11-02,Basilicata,501-1000
20-11-09,Basilicata,501-1000
20-11-16,Basilicata,501-1000
20-11-23,Basilicata,501-1000
21-04-05,Basilicata,501-1000
21-04-12,Basilicata,501-1000
21-04-19,Basilicata,501-1000
20-10-19,Calabria,501-1000
20-10-26,Calabria,501-1000
20-11-02,Calabria,501-1000
20-11-09,Calabria,501-1000
20-11-16,Calabria,501-1000
20-11-23,Calabria,501-1000
20-11-30,Calabria,501-1000
20-12-07,Calabria,501-1000
20-12-14,Calabria,501-1000
20-12-21,Calabria,501-1000
20-12-28,Calabria,501-1000
21-01-04,Calabria,501-1000
21-01-11,Calabria,501-1000
21-01-18,Calabria,501-1000
21-01-25,Calabria,501-1000
21-02-01,Calabria,501-1000
21-02-08,Calabria,501-1000
21-02-15,Calabria,501-1000
21-02-22,Calabria,501-1000
21-03-01,Calabria,501-1000
21-03-08,Calabria,501-1000
21-03-15,Calabria,501-1000
21-03-22,Calabria,501-1000
21-03-29,Calabria,501-1000
21-04-05,Calabria,501-1000
21-04-12,Calabria,501-1000
21-04-19,Calabria,501-1000
21-04-26,Calabria,501-1000
21-05-03,Calabria,501-1000
21-05-10,Calabria,501-1000
21-05-17,Calabria,501-1000
20-09-28,Sicilia,501-1000
20-10-05,Sicilia,501-1000
20-10-12,Sicilia,501-1000
21-02-01,Sicilia,501-1000
21-02-08,Sicilia,501-1000
21-02-15,Sicilia,501-1000
21-02-22,Sicilia,501-1000
21-03-01,Sicilia,501-1000
21-03-08,Sicilia,501-1000
21-05-10,Sicilia,501-1000
21-05-17,Sicilia,501-1000
21-05-24,Sicilia,501-1000
21-05-31,Sicilia,501-1000
21-06-07,Sicilia,501-1000
21-06-14,Sicilia,501-1000
20-10-12,Sardegna,501-1000
20-10-19,Sardegna,501-1000
20-10-26,Sardegna,501-1000
20-11-02,Sardegna,501-1000
20-11-09,Sardegna,501-1000
20-11-16,Sardegna,501-1000
20-11-23,Sardegna,501-1000
20-11-30,Sardegna,501-1000
20-12-07,Sardegna,501-1000
20-12-14,Sardegna,501-1000
20-12-21,Sardegna,501-1000
20-12-28,Sardegna,501-1000
21-01-04,Sardegna,501-1000
21-01-11,Sardegna,501-1000
21-01-18,Sardegna,501-1000
21-01-25,Sardegna,501-1000
21-03-22,Sardegna,501-1000
21-03-29,Sardegna,501-1000
21-04-05,Sardegna,501-1000
21-04-12,Sardegna,501-1000
21-04-19,Sardegna,501-1000
21-04-26,Sardegna,501-1000
20-10-12,Piemonte,1000+
20-10-19,Piemonte,1000+
20-10-26,Piemonte,1000+
20-11-02,Piemonte,1000+
20-11-09,Piemonte,1000+
20-11-16,Piemonte,1000+
20-11-23,Piemonte,1000+
20-11-30,Piemonte,1000+
20-12-07,Piemonte,1000+
20-12-14,Piemonte,1000+
20-12-28,Piemonte,1000+
21-01-04,Piemonte,1000+
21-01-11,Piemonte,1000+
21-01-18,Piemonte,1000+
21-01-25,Piemonte,1000+
21-02-01,Piemonte,1000+
21-02-08,Piemonte,1000+
21-02-15,Piemonte,1000+
21-02-22,Piemonte,1000+
21-03-01,Piemonte,1000+
21-03-08,Piemonte,1000+
21-03-15,Piemonte,1000+
21-03-22,Piemonte,1000+
21-03-29,Piemonte,1000+
21-04-05,Piemonte,1000+
21-04-12,Piemonte,1000+
21-04-19,Piemonte,1000+
21-04-26,Piemonte,1000+
20-03-09,Lombardia,1000+
20-03-16,Lombardia,1000+
20-03-23,Lombardia,1000+
20-03-30,Lombardia,1000+
20-04-06,Lombardia,1000+
20-04-13,Lombardia,1000+
20-04-20,Lombardia,1000+
20-10-05,Lombardia,1000+
20-10-12,Lombardia,1000+
20-10-19,Lombardia,1000+
20-10-26,Lombardia,1000+
20-11-02,Lombardia,1000+
20-11-09,Lombardia,1000+
20-11-16,Lombardia,1000+
20-11-23,Lombardia,1000+
20-11-30,Lombardia,1000+
20-12-07,Lombardia,1000+
20-12-14,Lombardia,1000+
20-12-21,Lombardia,1000+
20-12-28,Lombardia,1000+
21-01-04,Lombardia,1000+
21-01-11,Lombardia,1000+
21-01-18,Lombardia,1000+
21-01-25,Lombardia,1000+
21-02-01,Lombardia,1000+
21-02-08,Lombardia,1000+
21-02-15,Lombardia,1000+
21-02-22,Lombardia,1000+
21-03-01,Lombardia,1000+
21-03-08,Lombardia,1000+
21-03-15,Lombardia,1000+
21-03-22,Lombardia,1000+
21-03-29,Lombardia,1000+
21-04-05,Lombardia,1000+
21-04-12,Lombardia,1000+
21-04-19,Lombardia,1000+
21-04-26,Lombardia,1000+
21-05-03,Lombardia,1000+
21-05-10,Lombardia,1000+
21-05-17,Lombardia,1000+
20-10-19,Veneto,1000+
20-10-26,Veneto,1000+
20-11-02,Veneto,1000+
20-11-09,Veneto,1000+
20-11-16,Veneto,1000+
20-11-23,Veneto,1000+
20-11-30,Veneto,1000+
20-12-07,Veneto,1000+
20-12-14,Veneto,1000+
20-12-21,Veneto,1000+
20-12-28,Veneto,1000+
21-01-04,Veneto,1000+
21-01-11,Veneto,1000+
21-01-18,Veneto,1000+
21-01-25,Veneto,1000+
21-02-15,Veneto,1000+
21-02-22,Veneto,1000+
21-03-01,Veneto,1000+
21-03-08,Veneto,1000+
21-03-15,Veneto,1000+
21-03-22,Veneto,1000+
21-03-29,Veneto,1000+
21-04-05,Veneto,1000+
21-04-12,Veneto,1000+
21-04-19,Veneto,1000+
21-04-26,Veneto,1000+
20-11-16,Friuli,1000+
20-11-23,Friuli,1000+
21-03-08,Friuli,1000+
21-03-15,Friuli,1000+
20-10-19,Liguria,1000+
20-10-26,Liguria,1000+
20-11-02,Liguria,1000+
20-11-09,Liguria,1000+
20-03-16,Emilia,1000+
20-10-19,Emilia,1000+
20-10-26,Emilia,1000+
20-11-02,Emilia,1000+
20-11-09,Emilia,1000+
20-11-16,Emilia,1000+
20-11-23,Emilia,1000+
20-11-30,Emilia,1000+
20-12-07,Emilia,1000+
20-12-14,Emilia,1000+
20-12-21,Emilia,1000+
20-12-28,Emilia,1000+
21-01-04,Emilia,1000+
21-01-11,Emilia,1000+
21-01-18,Emilia,1000+
21-01-25,Emilia,1000+
21-02-01,Emilia,1000+
21-02-08,Emilia,1000+
21-02-15,Emilia,1000+
21-02-22,Emilia,1000+
21-03-01,Emilia,1000+
21-03-08,Emilia,1000+
21-03-15,Emilia,1000+
21-03-22,Emilia,1000+
21-03-29,Emilia,1000+
21-04-05,Emilia,1000+
21-04-12,Emilia,1000+
21-04-19,Emilia,1000+
21-04-26,Emilia,1000+
20-10-12,Toscana,1000+
20-10-19,Toscana,1000+
20-10-26,Toscana,1000+
20-11-02,Toscana,1000+
20-11-09,Toscana,1000+
20-11-16,Toscana,1000+
20-11-23,Toscana,1000+
21-02-15,Toscana,1000+
21-02-22,Toscana,1000+
21-03-01,Toscana,1000+
21-03-08,Toscana,1000+
21-03-15,Toscana,1000+
21-03-22,Toscana,1000+
21-03-29,Toscana,1000+
21-04-05,Toscana,1000+
21-04-12,Toscana,1000+
21-04-19,Toscana,1000+
21-04-26,Toscana,1000+
21-03-01,Marche,1000+
21-03-08,Marche,1000+
20-10-12,Lazio,1000+
20-10-19,Lazio,1000+
20-10-26,Lazio,1000+
20-11-02,Lazio,1000+
20-11-09,Lazio,1000+
20-11-16,Lazio,1000+
20-11-23,Lazio,1000+
20-11-30,Lazio,1000+
20-12-07,Lazio,1000+
20-12-14,Lazio,1000+
20-12-21,Lazio,1000+
20-12-28,Lazio,1000+
21-01-04,Lazio,1000+
21-01-11,Lazio,1000+
21-01-18,Lazio,1000+
21-01-25,Lazio,1000+
21-02-01,Lazio,1000+
21-02-08,Lazio,1000+
21-02-15,Lazio,1000+
21-02-22,Lazio,1000+
21-03-01,Lazio,1000+
21-03-08,Lazio,1000+
21-03-15,Lazio,1000+
21-03-22,Lazio,1000+
21-03-29,Lazio,1000+
21-04-05,Lazio,1000+
21-04-12,Lazio,1000+
21-04-19,Lazio,1000+
21-04-26,Lazio,1000+
21-05-03,Lazio,1000+
20-10-05,Campania,1000+
20-10-12,Campania,1000+
20-10-19,Campania,1000+
20-10-26,Campania,1000+
20-11-02,Campania,1000+
20-11-09,Campania,1000+
20-11-16,Campania,1000+
20-11-23,Campania,1000+
20-11-30,Campania,1000+
20-12-07,Campania,1000+
20-12-14,Campania,1000+
20-12-21,Campania,1000+
20-12-28,Campania,1000+
21-01-04,Campania,1000+
21-01-11,Campania,1000+
21-01-18,Campania,1000+
21-01-25,Campania,1000+
21-02-01,Campania,1000+
21-02-08,Campania,1000+
21-02-15,Campania,1000+
21-02-22,Campania,1000+
21-03-01,Campania,1000+
21-03-08,Campania,1000+
21-03-15,Campania,1000+
21-03-22,Campania,1000+
21-03-29,Campania,1000+
21-04-05,Campania,1000+
21-04-12,Campania,1000+
21-04-19,Campania,1000+
21-04-26,Campania,1000+
21-05-03,Campania,1000+
21-05-10,Campania,1000+
20-10-26,Puglia,1000+
20-11-02,Puglia,1000+
20-11-09,Puglia,1000+
20-11-16,Puglia,1000+
20-11-23,Puglia,1000+
20-11-30,Puglia,1000+
20-12-07,Puglia,1000+
20-12-14,Puglia,1000+
20-12-21,Puglia,1000+
20-12-28,Puglia,1000+
21-01-04,Puglia,1000+
21-01-11,Puglia,1000+
21-01-18,Puglia,1000+
21-01-25,Puglia,1000+
21-02-01,Puglia,1000+
21-02-08,Puglia,1000+
21-02-15,Puglia,1000+
21-02-22,Puglia,1000+
21-03-01,Puglia,1000+
21-03-08,Puglia,1000+
21-03-15,Puglia,1000+
21-03-22,Puglia,1000+
21-03-29,Puglia,1000+
21-04-05,Puglia,1000+
21-04-12,Puglia,1000+
21-04-19,Puglia,1000+
21-04-26,Puglia,1000+
21-05-03,Puglia,1000+
20-10-19,Sicilia,1000+
20-10-26,Sicilia,1000+
20-11-02,Sicilia,1000+
20-11-09,Sicilia,1000+
20-11-16,Sicilia,1000+
20-11-23,Sicilia,1000+
20-11-30,Sicilia,1000+
20-12-07,Sicilia,1000+
20-12-14,Sicilia,1000+
20-12-21,Sicilia,1000+
20-12-28,Sicilia,1000+
21-01-04,Sicilia,1000+
21-01-11,Sicilia,1000+
21-01-18,Sicilia,1000+
21-01-25,Sicilia,1000+
21-03-15,Sicilia,1000+
21-03-22,Sicilia,1000+
21-03-29,Sicilia,1000+
21-04-05,Sicilia,1000+
21-04-12,Sicilia,1000+
21-04-19,Sicilia,1000+
21-04-26,Sicilia,1000+
21-05-03,Sicilia,1000+
