Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia30,sopraSoglia
Sicilia,143,3076,15,658,196,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITG1,2,2.279635,
Toscana,79,5033,16,448,30,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITI1,2,3.571429,
Umbria,11,671,0,97,30,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITI2,2,0,
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITC2,2,0,
Veneto,38,6000,5,1000,0,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52,2021-07-04,ITH3,2,0.500000,
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF1,2,0.540541,
Basilicata,17,414,0,88,13,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF5,2,0,
Calabria,55,906,6,146,25,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF6,2,4.109589,
Campania,221,3837,17,581,75,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF3,2,2.925990,
Emilia-Romagna,163,6538,22,760,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH5,2,2.894737,
Friuli Venezia Giulia,6,1277,0,175,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH4,2,0,
Lazio,155,6421,36,943,172,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI4,2,3.817603,
Liguria,15,1699,7,212,12,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC3,2,3.301887,
Lombardia,164,6577,44,1416,114,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC4,2,3.107345,
Marche,9,951,1,209,57,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI3,2,0.478469,
Molise,3,221,0,36,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF2,2,0,
P.A. Bolzano,6,391,2,100,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH1,2,2.000000,
P.A. Trento,1,517,0,60,15,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH2,2,0,
Piemonte,83,5824,8,628,99,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC1,2,1.273885,
Puglia,107,2920,10,483,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITF4,2,2.070393,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITG2,2,0.462963,
Sicilia,140,3067,17,658,196,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITG1,2,2.583587,
Toscana,85,5033,15,448,30,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI1,2,3.348214,
Umbria,12,671,0,97,30,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITI2,2,0,
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITC2,2,0,
Veneto,38,6000,4,1000,0,Dati della Protezione Civile del 05 Luglio 2021 ore 18:25,2021-07-05,ITH3,2,0.400000,
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF1,2,0.540541,
Basilicata,16,414,0,88,13,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF5,2,0,
Calabria,52,905,5,146,25,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF6,2,3.424658,
Campania,211,3837,18,581,75,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF3,2,3.098107,
Emilia-Romagna,164,6538,19,760,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH5,2,2.500000,
Friuli Venezia Giulia,7,1277,1,175,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH4,2,0.571429,
Lazio,135,6421,33,943,193,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI4,2,3.499470,
Liguria,14,1699,7,212,12,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC3,2,3.301887,
Lombardia,158,6568,45,1416,114,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC4,2,3.177966,
Marche,8,951,1,209,57,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI3,2,0.478469,
Molise,2,176,0,36,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF2,2,0,
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH1,2,1.000000,
P.A. Trento,1,517,0,60,15,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH2,2,0,
Piemonte,84,5824,9,628,99,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC1,2,1.433121,
Puglia,94,2920,8,483,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITF4,2,1.656315,
Sardegna,34,1602,1,216,33,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITG2,2,0.462963,
Sicilia,137,3091,18,660,196,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITG1,2,2.727273,
Toscana,75,5033,16,444,34,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI1,2,3.603604,
Umbria,13,671,0,97,30,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITI2,2,0,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITC2,2,0,
Veneto,37,6000,4,1000,0,Dati della Protezione Civile del 06 Luglio 2021 ore 18:03,2021-07-06,ITH3,2,0.400000,
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF1,2,0.540541,
Basilicata,16,414,0,88,13,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF5,2,0,
Calabria,53,793,4,148,25,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF6,2,2.702703,
Campania,218,3834,17,581,72,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF3,2,2.925990,
Emilia-Romagna,160,6538,18,760,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH5,2,2.368421,
Friuli Venezia Giulia,6,1277,1,175,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH4,2,0.571429,
Lazio,144,6421,29,943,193,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI4,2,3.075292,
Liguria,11,1703,7,212,12,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC3,2,3.301887,
Lombardia,150,6568,44,1416,114,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC4,2,3.107345,
Marche,7,951,1,209,57,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI3,2,0.478469,
Molise,1,176,0,32,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF2,2,0,
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH1,2,1.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH2,2,0,
Piemonte,69,5824,6,628,99,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC1,2,0.955414,
Puglia,88,2916,8,483,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITF4,2,1.656315,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITG2,2,0.462963,
Sicilia,129,3044,19,660,196,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITG1,2,2.878788,
Toscana,69,5033,17,451,34,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI1,2,3.769401,
Umbria,13,671,0,97,30,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITI2,2,0,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITC2,2,0,
Veneto,38,6000,6,1000,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18,2021-07-07,ITH3,2,0.600000,
Abruzzo,25,1369,1,185,23,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF1,2,0.540541,
Basilicata,15,414,0,88,13,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF5,2,0,
Calabria,51,793,4,148,25,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF6,2,2.702703,
Campania,215,3833,20,575,81,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF3,2,3.478261,
Emilia-Romagna,157,6538,17,760,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH5,2,2.236842,
Friuli Venezia Giulia,5,1277,1,175,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH4,2,0.571429,
Lazio,139,6421,27,943,193,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI4,2,2.863203,
Liguria,11,1703,7,212,12,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC3,2,3.301887,
Lombardia,134,6468,43,1416,114,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC4,2,3.036723,
Marche,9,951,2,209,57,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI3,2,0.956938,
Molise,1,176,0,33,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF2,2,0,
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH1,2,1.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH2,2,0,
Piemonte,64,5824,4,628,99,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC1,2,0.636943,
Puglia,84,2799,9,454,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITF4,2,1.982379,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITG2,2,0.462963,
Sicilia,128,3041,20,659,196,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITG1,2,3.034901,
Toscana,67,5033,16,451,34,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI1,2,3.547672,
Umbria,13,671,1,97,30,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITI2,2,1.030928,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITC2,2,0,
Veneto,40,6000,6,1000,0,Dati della Protezione Civile del 08 Luglio 2021 ore 18:04,2021-07-08,ITH3,2,0.600000,
Abruzzo,26,1369,1,185,23,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF1,2,0.540541,
Basilicata,13,414,1,88,13,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF5,2,1.136364,
Calabria,45,799,3,151,25,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF6,2,1.986755,
Campania,201,3833,20,575,81,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF3,2,3.478261,
Emilia-Romagna,155,6538,15,760,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH5,2,1.973684,
Friuli Venezia Giulia,6,1277,1,175,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH4,2,0.571429,
Lazio,135,6421,27,943,193,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI4,2,2.863203,
Liguria,11,1703,7,213,12,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC3,2,3.286385,
Lombardia,127,6471,35,1416,114,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC4,2,2.471751,
Marche,8,951,2,209,57,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI3,2,0.956938,
Molise,1,176,0,33,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF2,2,0,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH1,2,2.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH2,2,0,
Piemonte,67,5824,3,628,99,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC1,2,0.477707,
Puglia,83,2799,9,462,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITF4,2,1.948052,
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITG2,2,0.462963,
Sicilia,128,3041,20,659,196,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITG1,2,3.034901,
Toscana,68,5033,15,451,34,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI1,2,3.325942,
Umbria,12,671,1,97,30,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITI2,2,1.030928,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITC2,2,0,
Veneto,41,6000,6,1000,0,Dati della Protezione Civile del 09 Luglio 2021 ore 20:01,2021-07-09,ITH3,2,0.600000,
Abruzzo,28,1369,1,185,23,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF1,2,0.540541,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF5,2,0,
Calabria,46,799,3,151,25,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF6,2,1.986755,
Campania,200,3833,15,575,81,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF3,2,2.608696,
Emilia-Romagna,153,6538,13,760,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH5,2,1.710526,
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH4,2,0.571429,
Lazio,131,6421,26,943,193,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI4,2,2.757158,
Liguria,9,1703,7,213,12,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC3,2,3.286385,
Lombardia,121,6471,37,1416,114,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC4,2,2.612994,
Marche,8,951,2,209,57,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI3,2,0.956938,
Molise,1,176,0,32,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF2,2,0,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH1,2,2.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH2,2,0,
Piemonte,64,5824,3,628,99,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC1,2,0.477707,
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITF4,2,1.948052,
Sardegna,36,1602,1,216,33,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITG2,2,0.462963,
Sicilia,131,3037,18,661,196,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITG1,2,2.723147,
Toscana,69,5033,16,451,34,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI1,2,3.547672,
Umbria,9,671,1,97,30,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITI2,2,1.030928,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITC2,2,0,
Veneto,39,6000,6,1000,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43,2021-07-10,ITH3,2,0.600000,
Abruzzo,29,1369,1,185,23,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF1,2,0.540541,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF5,2,0,
Calabria,45,799,3,151,25,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF6,2,1.986755,
Campania,196,3833,15,575,81,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF3,2,2.608696,
Emilia-Romagna,150,6538,13,760,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH5,2,1.710526,
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH4,2,0.571429,
Lazio,128,6421,25,943,193,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI4,2,2.651113,
Liguria,9,1703,7,213,12,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC3,2,3.286385,
Lombardia,124,6471,37,1416,114,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC4,2,2.612994,
Marche,8,951,2,209,57,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI3,2,0.956938,
Molise,1,176,0,32,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF2,2,0,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH1,2,2.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH2,2,0,
Piemonte,63,5824,4,628,99,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC1,2,0.636943,
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITF4,2,1.948052,
Sardegna,38,1602,1,216,33,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITG2,2,0.462963,
Sicilia,129,3034,17,661,196,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITG1,2,2.571861,
Toscana,66,5033,15,450,34,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI1,2,3.333333,
Umbria,7,671,1,97,30,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITI2,2,1.030928,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITC2,2,0,
Veneto,39,6000,8,1000,0,Dati della Protezione Civile del 11 Luglio 2021 ore 17:54,2021-07-11,ITH3,2,0.800000,
Abruzzo,29,1369,1,185,23,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF1,2,0.540541,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF5,2,0,
Calabria,46,798,2,151,25,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF6,2,1.324503,
Campania,198,3828,15,575,81,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF3,2,2.608696,
Emilia-Romagna,151,6538,14,760,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH5,2,1.842105,
Friuli Venezia Giulia,3,1277,1,175,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH4,2,0.571429,
Lazio,133,6421,25,943,193,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI4,2,2.651113,
Liguria,6,1703,6,213,12,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC3,2,2.816901,
Lombardia,128,6369,36,1416,114,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC4,2,2.542373,
Marche,8,951,2,209,57,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI3,2,0.956938,
Molise,1,176,0,32,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF2,2,0,
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH1,2,2.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH2,2,0,
Piemonte,62,5824,3,628,99,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC1,2,0.477707,
Puglia,73,2799,9,462,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITF4,2,1.948052,
Sardegna,39,1602,2,216,33,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITG2,2,0.925926,
Sicilia,140,3040,18,655,196,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITG1,2,2.748092,
Toscana,66,5033,14,451,34,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI1,2,3.104213,
Umbria,8,671,1,97,30,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI2,2,1.030928,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC2,2,0,
Veneto,38,6000,7,1000,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH3,2,0.700000,
Abruzzo,28,1324,1,185,23,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF1,2,0.540541,
Basilicata,12,414,0,88,13,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF5,2,0,
Calabria,44,798,2,151,25,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF6,2,1.324503,
Campania,197,3828,14,575,81,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF3,2,2.434783,
Emilia-Romagna,144,6538,13,760,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH5,2,1.710526,
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH4,2,0.571429,
Lazio,129,6421,25,943,193,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI4,2,2.651113,
Liguria,11,1702,6,212,12,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC3,2,2.830189,
Lombardia,131,6369,35,1416,114,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC4,2,2.471751,
Marche,9,951,2,209,57,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI3,2,0.956938,
Molise,1,176,0,32,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF2,2,0,
P.A. Bolzano,6,391,2,100,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH1,2,2.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH2,2,0,
Piemonte,55,5824,3,628,99,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC1,2,0.477707,
Puglia,69,2799,8,462,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF4,2,1.731602,
Sardegna,42,1602,1,216,33,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITG2,2,0.462963,
Sicilia,139,3050,20,655,196,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITG1,2,3.053435,
Toscana,57,5033,15,446,37,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI1,2,3.363229,
Umbria,8,671,1,97,30,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI2,2,1.030928,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC2,2,0,
Veneto,42,6000,8,1000,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH3,2,0.800000,
Abruzzo,25,1324,1,185,23,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF1,2,0.540541,
Basilicata,12,414,0,88,13,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF5,2,0,
Calabria,48,798,2,151,25,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF6,2,1.324503,
Campania,192,3828,12,575,81,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF3,2,2.086957,
Emilia-Romagna,144,6538,14,760,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH5,2,1.842105,
Friuli Venezia Giulia,5,1277,1,175,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH4,2,0.571429,
Lazio,121,6421,25,943,193,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITI4,2,2.651113,
Liguria,8,1702,5,212,12,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC3,2,2.358491,
Lombardia,123,6369,32,1416,114,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC4,2,2.259887,
Marche,10,951,2,209,57,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITI3,2,0.956938,
Molise,1,176,0,32,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF2,2,0,
P.A. Bolzano,5,391,1,100,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH1,2,1.000000,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH2,2,0,
Piemonte,50,5824,4,628,99,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC1,2,0.636943,
