Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia30,sopraSoglia
Marche,487,1209,86,195,65,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITI3,2,44.102564,◼
Molise,56,221,8,34,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITF2,2,23.529412,
P.A. Bolzano,242,533,27,77,2,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITH1,2,35.064935,◼
P.A. Trento,403,604,44,90,15,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITH2,2,48.888889,◼
Piemonte,3857,5824,304,628,99,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITC1,2,48.407643,◼
Puglia,1587,3447,194,456,84,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITF4,2,42.543860,◼
Sardegna,586,1653,61,181,27,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITG2,2,33.701657,◼
Sicilia,1243,4241,196,808,196,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITG1,2,24.257426,
Toscana,1221,5033,228,585,1,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITI1,2,38.974359,◼
Umbria,301,758,49,130,2,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITI2,2,37.692308,◼
Valle d'Aosta,76,176,8,33,4,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITC2,2,24.242424,
Veneto,2609,6000,345,1000,0,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13,2020-12-12,ITH3,2,34.500000,◼
Abruzzo,622,1491,63,189,0,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITF1,2,33.333333,◼
Basilicata,115,441,15,88,13,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITF5,2,17.045455,
Calabria,339,929,23,152,25,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITF6,2,15.131579,
Campania,1804,4681,134,620,36,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITF3,2,21.612903,
Emilia-Romagna,2819,5594,220,757,0,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITH5,2,29.062087,
Friuli Venezia Giulia,655,1277,60,175,0,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITH4,2,34.285714,◼
Lazio,2937,6421,341,943,194,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITI4,2,36.161188,◼
Liguria,768,1752,75,222,12,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITC3,2,33.783784,◼
Lombardia,5159,13506,714,1338,192,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITC4,2,53.363229,◼
Marche,476,1209,81,195,65,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITI3,2,41.538462,◼
Molise,56,221,7,34,0,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITF2,2,20.588235,
P.A. Bolzano,221,533,26,77,2,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITH1,2,33.766234,◼
P.A. Trento,413,604,48,90,15,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITH2,2,53.333333,◼
Piemonte,3835,5824,291,628,99,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITC1,2,46.337580,◼
Puglia,1547,3447,191,456,84,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITF4,2,41.885965,◼
Sardegna,589,1653,59,181,27,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITG2,2,32.596685,◼
Sicilia,1226,4224,198,808,196,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITG1,2,24.504950,
Toscana,1180,5033,219,585,1,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITI1,2,37.435897,◼
Umbria,294,758,45,130,2,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITI2,2,34.615385,◼
Valle d'Aosta,74,176,8,33,4,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITC2,2,24.242424,
Veneto,2606,6000,340,1000,0,Dati della Protezione Civile del 13 Dicembre 2020 ore 19:35,2020-12-13,ITH3,2,34.000000,◼
Abruzzo,630,1491,64,189,0,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITF1,2,33.862434,◼
Basilicata,114,452,12,88,13,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITF5,2,13.636364,
Calabria,346,929,21,152,25,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITF6,2,13.815789,
Campania,1796,4658,130,620,36,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITF3,2,20.967742,
Emilia-Romagna,2831,5594,222,757,0,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITH5,2,29.326288,
Friuli Venezia Giulia,660,1277,58,175,0,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITH4,2,33.142857,◼
Lazio,2938,6421,347,943,194,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITI4,2,36.797455,◼
Liguria,780,1752,73,222,12,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITC3,2,32.882883,◼
Lombardia,5053,13393,685,1330,200,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITC4,2,51.503759,◼
Marche,469,1208,83,195,65,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITI3,2,42.564103,◼
Molise,61,221,8,34,6,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITF2,2,23.529412,
P.A. Bolzano,221,509,26,77,2,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITH1,2,33.766234,◼
P.A. Trento,423,604,53,90,15,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITH2,2,58.888889,◼
Piemonte,3856,5824,278,628,99,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITC1,2,44.267516,◼
Puglia,1551,3481,184,456,84,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITF4,2,40.350877,◼
Sardegna,580,1653,57,180,27,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITG2,2,31.666667,◼
Sicilia,1237,4220,189,808,196,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITG1,2,23.391089,
Toscana,1193,5033,210,585,1,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITI1,2,35.897436,◼
Umbria,306,758,41,130,2,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITI2,2,31.538462,◼
Valle d'Aosta,74,176,9,33,4,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITC2,2,27.272727,
Veneto,2646,6000,345,1000,0,Dati della Protezione Civile del 14 Dicembre 2020 ore 19:07,2020-12-14,ITH3,2,34.500000,◼
Abruzzo,601,1491,59,189,0,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITF1,2,31.216931,◼
Basilicata,106,452,11,88,13,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITF5,2,12.500000,
Calabria,335,929,21,152,25,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITF6,2,13.815789,
Campania,1720,4658,123,620,36,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITF3,2,19.838710,
Emilia-Romagna,2797,5594,214,757,0,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITH5,2,28.269485,
Friuli Venezia Giulia,654,1277,56,175,0,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITH4,2,32.000000,◼
Lazio,2921,6421,321,943,194,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITI4,2,34.040297,◼
Liguria,768,1677,71,217,12,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITC3,2,32.718894,◼
Lombardia,4996,13278,656,1296,234,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITC4,2,50.617284,◼
Marche,467,1209,78,195,65,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITI3,2,40.000000,◼
Molise,59,221,8,34,0,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITF2,2,23.529412,
P.A. Bolzano,208,509,24,77,2,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITH1,2,31.168831,◼
P.A. Trento,412,604,53,90,15,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITH2,2,58.888889,◼
Piemonte,3761,5824,266,628,99,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITC1,2,42.356688,◼
Puglia,1530,3475,187,456,84,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITF4,2,41.008772,◼
Sardegna,570,1653,58,180,27,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITG2,2,32.222222,◼
Sicilia,1225,4222,185,808,196,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITG1,2,22.896040,
Toscana,1156,5033,214,583,1,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITI1,2,36.706690,◼
Umbria,288,758,46,130,2,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITI2,2,35.384615,◼
Valle d'Aosta,74,176,6,33,4,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITC2,2,18.181818,
Veneto,2694,6000,346,1000,0,Dati della Protezione Civile del 15 Dicembre 2020 ore 19:46,2020-12-15,ITH3,2,34.600000,◼
Abruzzo,599,1491,56,189,0,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITF1,2,29.629630,
Basilicata,109,458,11,88,13,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITF5,2,12.500000,
Calabria,318,928,22,152,25,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITF6,2,14.473684,
Campania,1701,4636,124,620,36,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITF3,2,20.000000,
Emilia-Romagna,2773,5594,212,757,0,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITH5,2,28.005284,
Friuli Venezia Giulia,634,1277,54,175,0,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITH4,2,30.857143,◼
Lazio,2869,6421,305,943,194,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITI4,2,32.343584,◼
Liguria,755,1654,71,217,12,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITC3,2,32.718894,◼
Lombardia,4946,13161,629,1277,253,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITC4,2,49.256069,◼
Marche,448,1207,75,195,65,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITI3,2,38.461538,◼
Molise,58,221,10,34,0,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITF2,2,29.411765,
P.A. Bolzano,203,521,22,77,2,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITH1,2,28.571429,
P.A. Trento,414,604,50,90,15,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITH2,2,55.555556,◼
Piemonte,3698,5824,257,628,99,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITC1,2,40.923567,◼
Puglia,1498,3475,185,456,84,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITF4,2,40.570175,◼
Sardegna,550,1653,57,180,27,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITG2,2,31.666667,◼
Sicilia,1188,4202,183,808,196,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITG1,2,22.648515,
Toscana,1101,5033,202,584,1,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITI1,2,34.589041,◼
Umbria,270,758,47,130,2,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITI2,2,36.153846,◼
Valle d'Aosta,67,176,7,33,4,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITC2,2,21.212121,
Veneto,2698,6000,347,1000,0,Dati della Protezione Civile del 16 Dicembre 2020 ore 20:00,2020-12-16,ITH3,2,34.700000,◼
Abruzzo,584,1491,49,189,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITF1,2,25.925926,
Basilicata,106,458,10,88,13,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITF5,2,11.363636,
Calabria,296,928,21,152,25,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITF6,2,13.815789,
Campania,1656,4636,119,620,36,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITF3,2,19.193548,
Emilia-Romagna,2801,5594,206,757,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITH5,2,27.212682,
Friuli Venezia Giulia,630,1277,57,175,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITH4,2,32.571429,◼
Lazio,2860,6421,311,943,194,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITI4,2,32.979852,◼
Liguria,746,1654,69,217,12,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITC3,2,31.797235,◼
Lombardia,4793,13026,611,1278,252,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITC4,2,47.809077,◼
Marche,436,1206,67,193,65,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITI3,2,34.715026,◼
Molise,58,221,10,34,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITF2,2,29.411765,
P.A. Bolzano,190,519,22,77,2,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITH1,2,28.571429,
P.A. Trento,408,604,48,90,15,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITH2,2,53.333333,◼
Piemonte,3597,5824,240,628,99,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITC1,2,38.216561,◼
Puglia,1474,3475,179,454,84,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITF4,2,39.427313,◼
Sardegna,558,1653,56,180,27,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITG2,2,31.111111,◼
Sicilia,1131,4210,179,808,196,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITG1,2,22.153465,
Toscana,1062,5033,199,582,3,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITI1,2,34.192440,◼
Umbria,270,758,42,130,2,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITI2,2,32.307692,◼
Valle d'Aosta,70,176,8,33,4,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITC2,2,24.242424,
Veneto,2701,6000,352,1000,0,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15,2020-12-17,ITH3,2,35.200000,◼
Abruzzo,559,1491,42,189,0,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITF1,2,22.222222,
Basilicata,99,458,10,88,13,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITF5,2,11.363636,
Calabria,294,928,21,152,25,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITF6,2,13.815789,
Campania,1621,4608,120,620,36,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITF3,2,19.354839,
Emilia-Romagna,2764,5594,207,757,0,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITH5,2,27.344782,
Friuli Venezia Giulia,601,1277,59,175,0,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITH4,2,33.714286,◼
Lazio,2780,6421,310,943,194,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITI4,2,32.873807,◼
Liguria,716,1659,70,217,12,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITC3,2,32.258065,◼
Lombardia,4656,12759,602,1268,262,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITC4,2,47.476341,◼
Marche,427,1208,64,193,65,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITI3,2,33.160622,◼
Molise,57,221,9,34,0,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITF2,2,26.470588,
P.A. Bolzano,175,494,23,77,2,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITH1,2,29.870130,
P.A. Trento,378,604,50,90,15,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITH2,2,55.555556,◼
Piemonte,3516,5824,243,628,99,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITC1,2,38.694268,◼
Puglia,1457,3475,174,454,84,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITF4,2,38.325991,◼
Sardegna,547,1653,53,180,27,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITG2,2,29.444444,
Sicilia,1091,4212,182,808,196,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITG1,2,22.524752,
Toscana,1009,5033,191,577,3,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITI1,2,33.102253,◼
Umbria,265,758,43,130,2,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITI2,2,33.076923,◼
Valle d'Aosta,70,176,7,33,4,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITC2,2,21.212121,
Veneto,2687,6000,339,1000,0,Dati della Protezione Civile del 18 Dicembre 2020 ore 19:08,2020-12-18,ITH3,2,33.900000,◼
Abruzzo,565,1491,43,189,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITF1,2,22.751323,
Basilicata,96,458,10,88,13,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITF5,2,11.363636,
Calabria,290,929,21,152,25,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITF6,2,13.815789,
Campania,1598,4608,122,620,36,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITF3,2,19.677419,
Emilia-Romagna,2819,5594,206,757,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITH5,2,27.212682,
Friuli Venezia Giulia,594,1277,55,175,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITH4,2,31.428571,◼
Lazio,2773,6421,306,943,194,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITI4,2,32.449629,◼
Liguria,702,1659,71,217,12,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITC3,2,32.718894,◼
Lombardia,4495,12561,592,1273,257,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITC4,2,46.504321,◼
Marche,416,1209,65,191,65,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITI3,2,34.031414,◼
Molise,59,221,10,34,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITF2,2,29.411765,
P.A. Bolzano,175,499,23,77,2,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITH1,2,29.870130,
P.A. Trento,378,604,50,90,15,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITH2,2,55.555556,◼
Piemonte,3437,5824,234,628,99,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITC1,2,37.261146,◼
Puglia,1432,3469,177,456,84,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITF4,2,38.815789,◼
Sardegna,533,1653,52,180,27,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITG2,2,28.888889,
Sicilia,1071,4185,174,808,196,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITG1,2,21.534653,
Toscana,998,5033,189,576,3,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITI1,2,32.812500,◼
Umbria,261,758,41,130,2,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITI2,2,31.538462,◼
Valle d'Aosta,76,176,4,33,4,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITC2,2,12.121212,
Veneto,2596,6000,339,1000,0,Dati della Protezione Civile del 19 Dicembre 2020 ore 19:44,2020-12-19,ITH3,2,33.900000,◼
Abruzzo,557,1491,42,189,0,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITF1,2,22.222222,
Basilicata,93,458,9,88,13,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITF5,2,10.227273,
Calabria,287,928,22,152,25,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITF6,2,14.473684,
Campania,1554,4608,119,620,36,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITF3,2,19.193548,
Emilia-Romagna,2852,5594,201,757,0,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITH5,2,26.552180,
Friuli Venezia Giulia,602,1277,55,175,0,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITH4,2,31.428571,◼
Lazio,2784,6421,306,943,194,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITI4,2,32.449629,◼
Liguria,695,1659,70,217,12,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITC3,2,32.258065,◼
Lombardia,4341,12537,583,1279,251,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITC4,2,45.582486,◼
Marche,416,1208,64,191,63,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITI3,2,33.507853,◼
Molise,58,221,11,34,0,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITF2,2,32.352941,◼
P.A. Bolzano,170,499,20,77,2,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITH1,2,25.974026,
P.A. Trento,381,604,49,90,15,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITH2,2,54.444444,◼
Piemonte,3389,5824,221,628,99,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITC1,2,35.191083,◼
Puglia,1436,3469,169,456,84,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITF4,2,37.061404,◼
Sardegna,548,1653,50,180,27,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITG2,2,27.777778,
Sicilia,1076,4162,178,814,196,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITG1,2,21.867322,
Toscana,963,5033,187,576,3,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITI1,2,32.465278,◼
Umbria,251,758,44,130,2,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITI2,2,33.846154,◼
Valle d'Aosta,78,176,4,33,4,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITC2,2,12.121212,
Veneto,2627,6000,339,1000,0,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06,2020-12-20,ITH3,2,33.900000,◼
Abruzzo,555,1491,43,189,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITF1,2,22.751323,
Basilicata,91,432,8,88,13,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITF5,2,9.090909,
Calabria,300,930,22,152,25,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITF6,2,14.473684,
Campania,1571,4552,120,620,36,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITF3,2,19.354839,
Emilia-Romagna,2914,5594,203,757,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITH5,2,26.816380,
Friuli Venezia Giulia,607,1277,56,175,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITH4,2,32.000000,◼
Lazio,2720,6421,307,943,194,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITI4,2,32.555673,◼
Liguria,688,1638,70,219,12,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITC3,2,31.963470,◼
Lombardia,4232,12500,561,1286,244,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITC4,2,43.623639,◼
Marche,423,1197,63,191,63,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITI3,2,32.984293,◼
Molise,59,221,9,34,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITF2,2,26.470588,
P.A. Bolzano,179,498,22,77,2,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITH1,2,28.571429,
P.A. Trento,382,604,49,90,15,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITH2,2,54.444444,◼
Piemonte,3409,5824,230,628,99,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITC1,2,36.624204,◼
Puglia,1431,3469,164,456,84,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITF4,2,35.964912,◼
Sardegna,542,1653,48,180,27,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITG2,2,26.666667,
Sicilia,1086,4082,181,804,196,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITG1,2,22.512438,
Toscana,965,5033,185,576,3,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITI1,2,32.118056,◼
Umbria,258,758,41,130,2,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITI2,2,31.538462,◼
