date,regione,deceduti,positivi,ricoveri,terapia_intensiva
2021-01-07T00:00:00,emiliaromagna_,68,2526,211,19
2021-01-08T00:00:00,emiliaromagna_,62,2230,192,15
2021-01-09T00:00:00,emiliaromagna_,71,1728,149,12
2021-01-10T00:00:00,emiliaromagna_,58,589,152,12
2021-01-11T00:00:00,emiliaromagna_,53,1794,160,11
2021-01-12T00:00:00,emiliaromagna_,69,1751,148,11
2021-01-13T00:00:00,emiliaromagna_,51,1625,159,9
2021-01-14T00:00:00,emiliaromagna_,59,1368,180,12
2021-01-15T00:00:00,emiliaromagna_,66,1371,164,23
2021-01-16T00:00:00,emiliaromagna_,62,1202,158,8
2021-01-17T00:00:00,emiliaromagna_,54,477,111,15
2021-01-18T00:00:00,emiliaromagna_,56,1498,148,13
2021-01-19T00:00:00,emiliaromagna_,59,1346,128,7
2021-01-20T00:00:00,emiliaromagna_,61,1338,129,10
2021-01-21T00:00:00,emiliaromagna_,47,1277,144,9
2021-01-22T00:00:00,emiliaromagna_,57,1238,136,14
2021-01-23T00:00:00,emiliaromagna_,51,1173,129,11
2021-01-24T00:00:00,emiliaromagna_,60,372,110,11
2021-01-25T00:00:00,emiliaromagna_,47,1527,149,13
2021-01-26T00:00:00,emiliaromagna_,42,1351,131,12
2021-01-27T00:00:00,emiliaromagna_,51,1203,124,10
2021-01-28T00:00:00,emiliaromagna_,45,1248,116,13
2021-01-29T00:00:00,emiliaromagna_,32,1269,121,13
2021-01-30T00:00:00,emiliaromagna_,53,1041,115,13
2021-01-31T00:00:00,emiliaromagna_,43,427,114,8
2021-02-01T00:00:00,emiliaromagna_,50,1426,114,10
2021-02-02T00:00:00,emiliaromagna_,53,1330,111,9
2021-02-03T00:00:00,emiliaromagna_,56,1285,102,7
2021-02-04T00:00:00,emiliaromagna_,39,1336,98,13
2021-02-05T00:00:00,emiliaromagna_,48,1462,118,11
2021-02-06T00:00:00,emiliaromagna_,35,1166,122,12
2021-02-07T00:00:00,emiliaromagna_,31,506,103,7
2021-02-08T00:00:00,emiliaromagna_,42,1382,116,6
2021-02-09T00:00:00,emiliaromagna_,37,1504,107,6
2021-02-10T00:00:00,emiliaromagna_,30,1485,128,13
2021-02-11T00:00:00,emiliaromagna_,37,1476,118,14
2021-02-12T00:00:00,emiliaromagna_,35,1439,155,7
2021-02-13T00:00:00,emiliaromagna_,27,1262,122,9
2021-02-14T00:00:00,emiliaromagna_,28,556,90,9
2021-02-15T00:00:00,emiliaromagna_,37,1575,137,12
2021-02-16T00:00:00,emiliaromagna_,29,1809,133,18
2021-02-17T00:00:00,emiliaromagna_,39,1744,143,17
2021-02-18T00:00:00,emiliaromagna_,38,1808,151,15
2021-02-19T00:00:00,emiliaromagna_,38,1906,146,13
2021-02-20T00:00:00,emiliaromagna_,28,1901,139,16
2021-02-21T00:00:00,emiliaromagna_,24,655,158,20
2021-02-22T00:00:00,emiliaromagna_,28,2363,162,22
2021-02-23T00:00:00,emiliaromagna_,37,2762,181,20
2021-02-24T00:00:00,emiliaromagna_,35,2698,194,18
2021-02-25T00:00:00,emiliaromagna_,28,2837,220,28
2021-02-26T00:00:00,emiliaromagna_,31,2745,214,20
2021-02-27T00:00:00,emiliaromagna_,25,2339,197,16
2021-02-28T00:00:00,emiliaromagna_,33,921,204,23
2021-03-01T00:00:00,emiliaromagna_,36,3149,244,25
2021-03-02T00:00:00,emiliaromagna_,34,3391,257,23
2021-03-03T00:00:00,emiliaromagna_,40,3117,280,27
2021-03-04T00:00:00,emiliaromagna_,42,3069,260,26
2021-03-05T00:00:00,emiliaromagna_,26,3367,279,26
2021-03-06T00:00:00,emiliaromagna_,33,2627,294,38
2021-03-07T00:00:00,emiliaromagna_,41,1020,210,25
2021-03-08T00:00:00,emiliaromagna_,33,3082,262,28
2021-03-09T00:00:00,emiliaromagna_,45,3481,301,45
2021-03-10T00:00:00,emiliaromagna_,36,3204,285,38
2021-03-11T00:00:00,emiliaromagna_,43,2990,277,28
2021-03-12T00:00:00,emiliaromagna_,55,2989,305,27
2021-03-13T00:00:00,emiliaromagna_,56,2342,285,37
2021-03-14T00:00:00,emiliaromagna_,44,1280,249,30
2021-03-15T00:00:00,emiliaromagna_,50,2729,271,30
2021-03-16T00:00:00,emiliaromagna_,60,3044,330,35
2021-03-17T00:00:00,emiliaromagna_,50,2639,239,20
2021-03-18T00:00:00,emiliaromagna_,48,2439,298,37
2021-03-19T00:00:00,emiliaromagna_,32,2359,268,30
2021-03-20T00:00:00,emiliaromagna_,38,1952,269,25
2021-03-21T00:00:00,emiliaromagna_,51,808,229,17
2021-03-22T00:00:00,emiliaromagna_,41,2340,285,30
2021-03-23T00:00:00,emiliaromagna_,54,2268,258,30
2021-03-24T00:00:00,emiliaromagna_,50,2235,251,26
2021-03-25T00:00:00,emiliaromagna_,46,2156,261,29
2021-03-26T00:00:00,emiliaromagna_,52,2050,244,26
2021-03-27T00:00:00,emiliaromagna_,38,1705,203,20
2021-03-28T00:00:00,emiliaromagna_,54,759,173,15
2021-03-29T00:00:00,emiliaromagna_,50,1970,251,20
2021-03-30T00:00:00,emiliaromagna_,52,1833,220,19
2021-03-31T00:00:00,emiliaromagna_,52,1896,181,14
2021-04-01T00:00:00,emiliaromagna_,39,1695,206,16
2021-04-02T00:00:00,emiliaromagna_,39,1669,252,15
2021-04-03T00:00:00,emiliaromagna_,50,1254,164,12
2021-04-04T00:00:00,emiliaromagna_,36,281,146,17
2021-04-05T00:00:00,emiliaromagna_,44,570,161,12
2021-04-06T00:00:00,emiliaromagna_,56,1611,155,23
2021-04-07T00:00:00,emiliaromagna_,33,1359,136,24
2021-04-08T00:00:00,emiliaromagna_,38,1339,131,12
2021-04-09T00:00:00,emiliaromagna_,32,1279,142,17
2021-04-10T00:00:00,emiliaromagna_,41,1000,117,7
2021-04-11T00:00:00,emiliaromagna_,30,413,117,8
2021-04-12T00:00:00,emiliaromagna_,30,1223,132,19
2021-04-13T00:00:00,emiliaromagna_,32,1195,128,13
2021-04-14T00:00:00,emiliaromagna_,32,1156,102,12
2021-04-15T00:00:00,emiliaromagna_,22,1078,132,11
2021-04-16T00:00:00,emiliaromagna_,29,1077,92,13
2021-04-17T00:00:00,emiliaromagna_,27,833,99,14
2021-04-18T00:00:00,emiliaromagna_,30,389,92,7
2021-04-19T00:00:00,emiliaromagna_,26,1045,112,20
2021-04-20T00:00:00,emiliaromagna_,21,1111,116,14
2021-04-21T00:00:00,emiliaromagna_,19,1003,96,15
2021-04-22T00:00:00,emiliaromagna_,17,1091,74,7
2021-04-23T00:00:00,emiliaromagna_,28,1004,98,9
2021-04-24T00:00:00,emiliaromagna_,12,862,84,10
2021-04-25T00:00:00,emiliaromagna_,15,364,71,11
2021-04-26T00:00:00,emiliaromagna_,27,1059,104,11
2021-04-27T00:00:00,emiliaromagna_,17,1050,89,8
2021-04-28T00:00:00,emiliaromagna_,24,1059,88,9
2021-04-29T00:00:00,emiliaromagna_,21,951,90,11
2021-04-30T00:00:00,emiliaromagna_,11,865,88,11
2021-05-01T00:00:00,emiliaromagna_,11,364,81,3
2021-05-02T00:00:00,emiliaromagna_,14,352,54,8
2021-05-03T00:00:00,emiliaromagna_,15,849,64,11
2021-05-04T00:00:00,emiliaromagna_,15,840,68,11
2021-05-05T00:00:00,emiliaromagna_,21,773,60,6
2021-05-06T00:00:00,emiliaromagna_,16,784,71,7
2021-05-07T00:00:00,emiliaromagna_,12,625,73,7
2021-05-08T00:00:00,emiliaromagna_,6,554,51,4
2021-05-09T00:00:00,emiliaromagna_,7,221,45,5
2021-05-10T00:00:00,emiliaromagna_,14,603,63,12
2021-05-11T00:00:00,emiliaromagna_,9,569,58,5
2021-05-12T00:00:00,emiliaromagna_,16,498,53,3
2021-05-13T00:00:00,emiliaromagna_,8,486,45,3
2021-05-14T00:00:00,emiliaromagna_,7,437,40,9
2021-05-15T00:00:00,emiliaromagna_,9,371,46,4
2021-05-16T00:00:00,emiliaromagna_,9,141,29,4
2021-05-17T00:00:00,emiliaromagna_,8,467,36,4
2021-05-18T00:00:00,emiliaromagna_,10,386,31,5
2021-05-19T00:00:00,emiliaromagna_,6,386,36,3
2021-05-20T00:00:00,emiliaromagna_,6,295,29,2
2021-05-21T00:00:00,emiliaromagna_,7,311,33,6
2021-05-22T00:00:00,emiliaromagna_,10,257,31,2
2021-05-23T00:00:00,emiliaromagna_,6,118,17,1
2021-05-24T00:00:00,emiliaromagna_,5,282,22,3
2021-05-25T00:00:00,emiliaromagna_,8,238,14,1
2021-05-26T00:00:00,emiliaromagna_,1,225,22,7
2021-05-27T00:00:00,emiliaromagna_,7,204,24,2
2021-05-28T00:00:00,emiliaromagna_,4,186,29,2
2021-05-29T00:00:00,emiliaromagna_,4,174,19,1
2021-05-30T00:00:00,emiliaromagna_,2,80,16,3
2021-05-31T00:00:00,emiliaromagna_,1,220,16,0
2021-06-01T00:00:00,emiliaromagna_,3,196,15,3
2021-06-02T00:00:00,emiliaromagna_,1,77,11,2
2021-06-03T00:00:00,emiliaromagna_,7,184,17,1
2021-06-04T00:00:00,emiliaromagna_,3,183,13,3
2021-06-05T00:00:00,emiliaromagna_,2,112,11,3
2021-06-06T00:00:00,emiliaromagna_,2,73,19,3
2021-06-07T00:00:00,emiliaromagna_,1,136,14,3
2021-06-08T00:00:00,emiliaromagna_,3,124,10,2
2021-06-09T00:00:00,emiliaromagna_,3,139,12,2
2021-06-10T00:00:00,emiliaromagna_,3,94,14,1
2021-06-11T00:00:00,emiliaromagna_,0,147,10,3
2021-06-12T00:00:00,emiliaromagna_,3,102,10,1
2021-06-13T00:00:00,emiliaromagna_,1,44,11,3
2021-06-14T00:00:00,emiliaromagna_,2,91,8,1
2021-06-15T00:00:00,emiliaromagna_,3,82,10,0
2021-06-16T00:00:00,emiliaromagna_,1,90,9,0
2021-06-17T00:00:00,emiliaromagna_,4,66,9,1
2021-06-18T00:00:00,emiliaromagna_,3,61,12,3
2021-06-19T00:00:00,emiliaromagna_,1,84,5,1
2021-06-20T00:00:00,emiliaromagna_,2,37,5,0
2021-06-21T00:00:00,emiliaromagna_,0,54,12,1
2021-06-22T00:00:00,emiliaromagna_,0,74,13,0
2021-06-23T00:00:00,emiliaromagna_,0,54,5,0
2021-06-24T00:00:00,emiliaromagna_,4,59,10,1
2021-06-25T00:00:00,emiliaromagna_,0,70,12,0
2021-06-26T00:00:00,emiliaromagna_,1,58,7,2
2021-06-27T00:00:00,emiliaromagna_,1,26,7,0
2021-06-28T00:00:00,emiliaromagna_,0,46,8,0
2021-06-29T00:00:00,emiliaromagna_,1,53,7,0
2021-06-30T00:00:00,emiliaromagna_,0,49,3,1
2021-07-01T00:00:00,emiliaromagna_,0,73,7,0
2021-07-02T00:00:00,emiliaromagna_,0,51,9,0
2021-07-03T00:00:00,emiliaromagna_,0,,,
2020-02-21T00:00:00,friulivenezia_giulia_,,,1,
2020-02-22T00:00:00,friulivenezia_giulia_,,,0,
2020-02-23T00:00:00,friulivenezia_giulia_,,,1,
2020-02-24T00:00:00,friulivenezia_giulia_,,,1,
2020-02-25T00:00:00,friulivenezia_giulia_,,,3,
2020-02-26T00:00:00,friulivenezia_giulia_,,,0,
2020-02-27T00:00:00,friulivenezia_giulia_,,1,1,
2020-02-28T00:00:00,friulivenezia_giulia_,,0,0,
2020-02-29T00:00:00,friulivenezia_giulia_,,5,0,
2020-03-01T00:00:00,friulivenezia_giulia_,,7,3,1
2020-03-02T00:00:00,friulivenezia_giulia_,,4,7,0
2020-03-03T00:00:00,friulivenezia_giulia_,,6,7,0
2020-03-04T00:00:00,friulivenezia_giulia_,,10,7,0
2020-03-05T00:00:00,friulivenezia_giulia_,,8,7,0
2020-03-06T00:00:00,friulivenezia_giulia_,,12,10,2
2020-03-07T00:00:00,friulivenezia_giulia_,1,27,10,1
2020-03-08T00:00:00,friulivenezia_giulia_,0,39,10,0
2020-03-09T00:00:00,friulivenezia_giulia_,2,26,10,1
2020-03-10T00:00:00,friulivenezia_giulia_,3,53,10,2
2020-03-11T00:00:00,friulivenezia_giulia_,3,64,15,3
2020-03-12T00:00:00,friulivenezia_giulia_,1,42,18,1
2020-03-13T00:00:00,friulivenezia_giulia_,3,90,24,2
2020-03-14T00:00:00,friulivenezia_giulia_,0,54,19,3
2020-03-15T00:00:00,friulivenezia_giulia_,9,48,27,8
2020-03-16T00:00:00,friulivenezia_giulia_,4,58,16,3
2020-03-17T00:00:00,friulivenezia_giulia_,6,115,29,3
2020-03-18T00:00:00,friulivenezia_giulia_,3,79,39,3
2020-03-19T00:00:00,friulivenezia_giulia_,3,97,47,4
2020-03-20T00:00:00,friulivenezia_giulia_,9,64,39,9
2020-03-21T00:00:00,friulivenezia_giulia_,6,86,20,6
2020-03-22T00:00:00,friulivenezia_giulia_,9,57,19,3
2020-03-23T00:00:00,friulivenezia_giulia_,5,94,35,3
2020-03-24T00:00:00,friulivenezia_giulia_,11,100,30,2
2020-03-25T00:00:00,friulivenezia_giulia_,6,94,23,3
2020-03-26T00:00:00,friulivenezia_giulia_,3,95,25,2
2020-03-27T00:00:00,friulivenezia_giulia_,6,139,29,4
2020-03-28T00:00:00,friulivenezia_giulia_,12,71,20,1
2020-03-29T00:00:00,friulivenezia_giulia_,12,41,6,1
2020-03-30T00:00:00,friulivenezia_giulia_,5,70,12,0
2020-03-31T00:00:00,friulivenezia_giulia_,5,68,19,0
2020-04-01T00:00:00,friulivenezia_giulia_,8,85,16,3
2020-04-02T00:00:00,friulivenezia_giulia_,10,120,15,1
2020-04-03T00:00:00,friulivenezia_giulia_,12,45,7,1
2020-04-04T00:00:00,friulivenezia_giulia_,8,51,10,1
2020-04-05T00:00:00,friulivenezia_giulia_,6,35,6,1
2020-04-06T00:00:00,friulivenezia_giulia_,3,101,6,2
2020-04-07T00:00:00,friulivenezia_giulia_,6,47,13,6
2020-04-08T00:00:00,friulivenezia_giulia_,6,42,10,0
2020-04-09T00:00:00,friulivenezia_giulia_,4,50,6,0
2020-04-10T00:00:00,friulivenezia_giulia_,12,81,16,1
2020-04-11T00:00:00,friulivenezia_giulia_,9,39,12,2
2020-04-12T00:00:00,friulivenezia_giulia_,8,28,8,1
2020-04-13T00:00:00,friulivenezia_giulia_,2,58,7,2
2020-04-14T00:00:00,friulivenezia_giulia_,6,70,7,1
2020-04-15T00:00:00,friulivenezia_giulia_,8,57,6,0
2020-04-16T00:00:00,friulivenezia_giulia_,6,44,2,1
2020-04-17T00:00:00,friulivenezia_giulia_,5,45,7,2
2020-04-18T00:00:00,friulivenezia_giulia_,7,44,5,2
2020-04-19T00:00:00,friulivenezia_giulia_,5,24,2,0
2020-04-20T00:00:00,friulivenezia_giulia_,8,40,6,0
2020-04-21T00:00:00,friulivenezia_giulia_,3,15,1,0
2020-04-22T00:00:00,friulivenezia_giulia_,11,23,14,2
2020-04-23T00:00:00,friulivenezia_giulia_,3,20,4,0
2020-04-24T00:00:00,friulivenezia_giulia_,6,28,1,0
2020-04-25T00:00:00,friulivenezia_giulia_,5,18,9,0
2020-04-26T00:00:00,friulivenezia_giulia_,2,9,1,0
2020-04-27T00:00:00,friulivenezia_giulia_,7,15,6,0
2020-04-28T00:00:00,friulivenezia_giulia_,4,11,3,0
2020-04-29T00:00:00,friulivenezia_giulia_,2,11,5,0
2020-04-30T00:00:00,friulivenezia_giulia_,2,22,3,0
2020-05-01T00:00:00,friulivenezia_giulia_,1,2,1,0
2020-05-02T00:00:00,friulivenezia_giulia_,2,5,3,0
2020-05-03T00:00:00,friulivenezia_giulia_,1,2,1,0
2020-05-04T00:00:00,friulivenezia_giulia_,5,5,0,0
2020-05-05T00:00:00,friulivenezia_giulia_,1,14,2,0
2020-05-06T00:00:00,friulivenezia_giulia_,2,6,4,0
2020-05-07T00:00:00,friulivenezia_giulia_,0,13,4,0
2020-05-08T00:00:00,friulivenezia_giulia_,1,15,6,0
2020-05-09T00:00:00,friulivenezia_giulia_,0,9,2,1
2020-05-10T00:00:00,friulivenezia_giulia_,3,1,1,0
2020-05-11T00:00:00,friulivenezia_giulia_,1,12,1,0
2020-05-12T00:00:00,friulivenezia_giulia_,2,8,0,0
2020-05-13T00:00:00,friulivenezia_giulia_,3,9,4,1
2020-05-14T00:00:00,friulivenezia_giulia_,3,7,6,0
2020-05-15T00:00:00,friulivenezia_giulia_,1,11,9,1
2020-05-16T00:00:00,friulivenezia_giulia_,0,6,5,0
2020-05-17T00:00:00,friulivenezia_giulia_,1,2,0,0
2020-05-18T00:00:00,friulivenezia_giulia_,0,6,2,0
2020-05-19T00:00:00,friulivenezia_giulia_,2,8,0,0
2020-05-20T00:00:00,friulivenezia_giulia_,2,7,1,0
2020-05-21T00:00:00,friulivenezia_giulia_,1,6,2,0
2020-05-22T00:00:00,friulivenezia_giulia_,1,5,0,0
2020-05-23T00:00:00,friulivenezia_giulia_,0,2,1,0
2020-05-24T00:00:00,friulivenezia_giulia_,1,0,0,0
2020-05-25T00:00:00,friulivenezia_giulia_,0,13,1,0
2020-05-26T00:00:00,friulivenezia_giulia_,2,5,1,0
2020-05-27T00:00:00,friulivenezia_giulia_,1,5,3,0
2020-05-28T00:00:00,friulivenezia_giulia_,0,4,1,0
2020-05-29T00:00:00,friulivenezia_giulia_,0,2,2,2
2020-05-30T00:00:00,friulivenezia_giulia_,2,1,2,0
2020-05-31T00:00:00,friulivenezia_giulia_,0,1,1,0
2020-06-01T00:00:00,friulivenezia_giulia_,2,3,1,1
2020-06-02T00:00:00,friulivenezia_giulia_,0,0,1,0
2020-06-03T00:00:00,friulivenezia_giulia_,0,4,3,1
2020-06-04T00:00:00,friulivenezia_giulia_,1,3,1,0
2020-06-05T00:00:00,friulivenezia_giulia_,1,2,1,0
2020-06-06T00:00:00,friulivenezia_giulia_,1,1,1,0
2020-06-07T00:00:00,friulivenezia_giulia_,0,0,0,1
2020-06-08T00:00:00,friulivenezia_giulia_,0,2,1,0
2020-06-09T00:00:00,friulivenezia_giulia_,2,2,0,0
2020-06-10T00:00:00,friulivenezia_giulia_,0,2,0,0
2020-06-11T00:00:00,friulivenezia_giulia_,0,5,0,0
2020-06-12T00:00:00,friulivenezia_giulia_,0,2,1,0
2020-06-13T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-06-14T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-06-15T00:00:00,friulivenezia_giulia_,0,1,1,1
2020-06-16T00:00:00,friulivenezia_giulia_,0,2,1,0
2020-06-17T00:00:00,friulivenezia_giulia_,0,3,1,0
2020-06-18T00:00:00,friulivenezia_giulia_,0,1,0,0
2020-06-19T00:00:00,friulivenezia_giulia_,1,1,2,0
2020-06-20T00:00:00,friulivenezia_giulia_,0,1,2,0
2020-06-21T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-06-22T00:00:00,friulivenezia_giulia_,1,0,0,0
2020-06-23T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-06-24T00:00:00,friulivenezia_giulia_,0,1,1,0
2020-06-25T00:00:00,friulivenezia_giulia_,0,1,1,0
2020-06-26T00:00:00,friulivenezia_giulia_,0,0,1,0
2020-06-27T00:00:00,friulivenezia_giulia_,1,1,0,0
2020-06-28T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-06-29T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-06-30T00:00:00,friulivenezia_giulia_,0,4,0,0
2020-07-01T00:00:00,friulivenezia_giulia_,0,4,1,0
2020-07-02T00:00:00,friulivenezia_giulia_,0,3,0,0
2020-07-03T00:00:00,friulivenezia_giulia_,0,7,3,0
2020-07-04T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-07-05T00:00:00,friulivenezia_giulia_,0,0,2,0
2020-07-06T00:00:00,friulivenezia_giulia_,0,1,0,0
2020-07-07T00:00:00,friulivenezia_giulia_,0,5,1,0
2020-07-08T00:00:00,friulivenezia_giulia_,1,1,1,0
2020-07-09T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-07-10T00:00:00,friulivenezia_giulia_,1,2,0,0
2020-07-11T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-07-12T00:00:00,friulivenezia_giulia_,1,0,0,0
2020-07-13T00:00:00,friulivenezia_giulia_,0,3,1,0
2020-07-14T00:00:00,friulivenezia_giulia_,0,3,1,0
2020-07-15T00:00:00,friulivenezia_giulia_,0,2,1,0
2020-07-16T00:00:00,friulivenezia_giulia_,0,3,3,0
2020-07-17T00:00:00,friulivenezia_giulia_,0,7,0,0
2020-07-18T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-07-19T00:00:00,friulivenezia_giulia_,0,3,0,0
2020-07-20T00:00:00,friulivenezia_giulia_,0,3,0,0
2020-07-21T00:00:00,friulivenezia_giulia_,0,1,2,0
2020-07-22T00:00:00,friulivenezia_giulia_,0,3,1,0
2020-07-23T00:00:00,friulivenezia_giulia_,0,5,2,2
2020-07-24T00:00:00,friulivenezia_giulia_,0,5,0,0
2020-07-25T00:00:00,friulivenezia_giulia_,0,2,1,0
2020-07-26T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-07-27T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-07-28T00:00:00,friulivenezia_giulia_,0,3,1,0
2020-07-29T00:00:00,friulivenezia_giulia_,0,13,1,0
2020-07-30T00:00:00,friulivenezia_giulia_,0,4,0,0
2020-07-31T00:00:00,friulivenezia_giulia_,0,6,0,0
2020-08-01T00:00:00,friulivenezia_giulia_,0,10,3,1
2020-08-02T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-08-03T00:00:00,friulivenezia_giulia_,1,9,0,0
2020-08-04T00:00:00,friulivenezia_giulia_,0,6,1,0
2020-08-05T00:00:00,friulivenezia_giulia_,0,13,4,0
2020-08-06T00:00:00,friulivenezia_giulia_,0,2,2,1
2020-08-07T00:00:00,friulivenezia_giulia_,0,11,1,1
2020-08-08T00:00:00,friulivenezia_giulia_,0,3,0,0
2020-08-09T00:00:00,friulivenezia_giulia_,0,0,0,0
2020-08-10T00:00:00,friulivenezia_giulia_,1,5,0,0
2020-08-11T00:00:00,friulivenezia_giulia_,1,8,0,0
2020-08-12T00:00:00,friulivenezia_giulia_,0,23,0,0
2020-08-13T00:00:00,friulivenezia_giulia_,0,5,1,0
2020-08-14T00:00:00,friulivenezia_giulia_,0,17,2,0
2020-08-15T00:00:00,friulivenezia_giulia_,0,8,2,0
2020-08-16T00:00:00,friulivenezia_giulia_,0,4,0,0
2020-08-17T00:00:00,friulivenezia_giulia_,0,14,0,0
2020-08-18T00:00:00,friulivenezia_giulia_,0,12,1,0
2020-08-19T00:00:00,friulivenezia_giulia_,0,29,3,0
2020-08-20T00:00:00,friulivenezia_giulia_,0,45,0,0
2020-08-21T00:00:00,friulivenezia_giulia_,0,42,1,0
2020-08-22T00:00:00,friulivenezia_giulia_,0,10,1,0
2020-08-23T00:00:00,friulivenezia_giulia_,0,5,3,0
2020-08-24T00:00:00,friulivenezia_giulia_,0,26,1,0
2020-08-25T00:00:00,friulivenezia_giulia_,0,28,1,1
2020-08-26T00:00:00,friulivenezia_giulia_,0,31,3,0
2020-08-27T00:00:00,friulivenezia_giulia_,0,21,1,0
2020-08-28T00:00:00,friulivenezia_giulia_,0,16,2,0
2020-08-29T00:00:00,friulivenezia_giulia_,0,9,1,1
2020-08-30T00:00:00,friulivenezia_giulia_,0,7,2,0
2020-08-31T00:00:00,friulivenezia_giulia_,0,23,1,1
2020-09-01T00:00:00,friulivenezia_giulia_,1,26,1,0
2020-09-02T00:00:00,friulivenezia_giulia_,0,23,5,0
2020-09-03T00:00:00,friulivenezia_giulia_,0,42,2,0
2020-09-04T00:00:00,friulivenezia_giulia_,0,49,3,0
2020-09-05T00:00:00,friulivenezia_giulia_,0,16,3,2
2020-09-06T00:00:00,friulivenezia_giulia_,0,3,2,0
2020-09-07T00:00:00,friulivenezia_giulia_,0,36,5,0
2020-09-08T00:00:00,friulivenezia_giulia_,0,51,0,0
2020-09-09T00:00:00,friulivenezia_giulia_,0,50,4,0
2020-09-10T00:00:00,friulivenezia_giulia_,0,33,1,0
2020-09-11T00:00:00,friulivenezia_giulia_,0,42,2,0
2020-09-12T00:00:00,friulivenezia_giulia_,0,35,5,0
2020-09-13T00:00:00,friulivenezia_giulia_,0,3,1,0
2020-09-14T00:00:00,friulivenezia_giulia_,0,40,5,1
2020-09-15T00:00:00,friulivenezia_giulia_,0,58,0,0
2020-09-16T00:00:00,friulivenezia_giulia_,0,29,5,1
2020-09-17T00:00:00,friulivenezia_giulia_,0,30,1,1
2020-09-18T00:00:00,friulivenezia_giulia_,2,37,1,0
2020-09-19T00:00:00,friulivenezia_giulia_,0,24,1,1
2020-09-20T00:00:00,friulivenezia_giulia_,0,7,2,1
2020-09-21T00:00:00,friulivenezia_giulia_,0,55,2,0
2020-09-22T00:00:00,friulivenezia_giulia_,0,27,1,0
2020-09-23T00:00:00,friulivenezia_giulia_,0,41,4,1
2020-09-24T00:00:00,friulivenezia_giulia_,0,60,2,1
2020-09-25T00:00:00,friulivenezia_giulia_,1,43,4,1
2020-09-26T00:00:00,friulivenezia_giulia_,1,18,2,1
2020-09-27T00:00:00,friulivenezia_giulia_,0,1,1,0
2020-09-28T00:00:00,friulivenezia_giulia_,0,52,1,0
2020-09-29T00:00:00,friulivenezia_giulia_,1,36,4,2
2020-09-30T00:00:00,friulivenezia_giulia_,0,65,2,0
2020-10-01T00:00:00,friulivenezia_giulia_,2,54,6,1
2020-10-02T00:00:00,friulivenezia_giulia_,0,57,5,2
2020-10-03T00:00:00,friulivenezia_giulia_,0,43,2,0
2020-10-04T00:00:00,friulivenezia_giulia_,0,14,6,1
2020-10-05T00:00:00,friulivenezia_giulia_,1,83,0,0
2020-10-06T00:00:00,friulivenezia_giulia_,0,93,5,1
2020-10-07T00:00:00,friulivenezia_giulia_,0,124,4,1
2020-10-08T00:00:00,friulivenezia_giulia_,0,107,3,0
2020-10-09T00:00:00,friulivenezia_giulia_,0,131,5,1
2020-10-10T00:00:00,friulivenezia_giulia_,1,66,5,1
2020-10-11T00:00:00,friulivenezia_giulia_,0,28,3,1
2020-10-12T00:00:00,friulivenezia_giulia_,0,142,6,2
2020-10-13T00:00:00,friulivenezia_giulia_,0,118,8,1
2020-10-14T00:00:00,friulivenezia_giulia_,2,144,10,3
2020-10-15T00:00:00,friulivenezia_giulia_,1,179,16,2
2020-10-16T00:00:00,friulivenezia_giulia_,0,223,14,2
2020-10-17T00:00:00,friulivenezia_giulia_,0,115,12,2
2020-10-18T00:00:00,friulivenezia_giulia_,4,56,13,0
2020-10-19T00:00:00,friulivenezia_giulia_,5,260,11,1
2020-10-20T00:00:00,friulivenezia_giulia_,3,290,22,1
2020-10-21T00:00:00,friulivenezia_giulia_,0,360,17,4
2020-10-22T00:00:00,friulivenezia_giulia_,4,406,26,3
2020-10-23T00:00:00,friulivenezia_giulia_,2,460,17,3
2020-10-24T00:00:00,friulivenezia_giulia_,1,331,20,5
2020-10-25T00:00:00,friulivenezia_giulia_,3,130,29,5
2020-10-26T00:00:00,friulivenezia_giulia_,3,576,30,6
2020-10-27T00:00:00,friulivenezia_giulia_,1,681,27,5
2020-10-28T00:00:00,friulivenezia_giulia_,6,624,27,5
2020-10-29T00:00:00,friulivenezia_giulia_,8,604,31,6
2020-10-30T00:00:00,friulivenezia_giulia_,7,503,31,4
2020-10-31T00:00:00,friulivenezia_giulia_,2,228,36,3
2020-11-01T00:00:00,friulivenezia_giulia_,6,69,20,7
2020-11-02T00:00:00,friulivenezia_giulia_,8,559,20,6
2020-11-03T00:00:00,friulivenezia_giulia_,5,641,24,5
2020-11-04T00:00:00,friulivenezia_giulia_,6,719,59,7
2020-11-05T00:00:00,friulivenezia_giulia_,13,791,24,4
