iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
14/09/2021,28/05/2021,3406
14/09/2021,29/05/2021,2705
14/09/2021,30/05/2021,1195
14/09/2021,31/05/2021,2987
14/09/2021,01/06/2021,3170
14/09/2021,02/06/2021,1273
14/09/2021,03/06/2021,2763
14/09/2021,04/06/2021,3008
14/09/2021,05/06/2021,2106
14/09/2021,06/06/2021,983
14/09/2021,07/06/2021,2206
14/09/2021,08/06/2021,2151
14/09/2021,09/06/2021,1834
14/09/2021,10/06/2021,1806
14/09/2021,11/06/2021,1821
14/09/2021,12/06/2021,1172
14/09/2021,13/06/2021,571
14/09/2021,14/06/2021,1465
14/09/2021,15/06/2021,1325
14/09/2021,16/06/2021,1219
14/09/2021,17/06/2021,1121
14/09/2021,18/06/2021,1077
14/09/2021,19/06/2021,815
14/09/2021,20/06/2021,362
14/09/2021,21/06/2021,942
14/09/2021,22/06/2021,938
14/09/2021,23/06/2021,809
14/09/2021,24/06/2021,806
14/09/2021,25/06/2021,840
14/09/2021,26/06/2021,655
14/09/2021,27/06/2021,274
14/09/2021,28/06/2021,830
14/09/2021,29/06/2021,795
14/09/2021,30/06/2021,871
14/09/2021,01/07/2021,907
14/09/2021,02/07/2021,990
14/09/2021,03/07/2021,823
14/09/2021,04/07/2021,402
14/09/2021,05/07/2021,1127
14/09/2021,06/07/2021,1382
14/09/2021,07/07/2021,1218
14/09/2021,08/07/2021,1390
14/09/2021,09/07/2021,1491
14/09/2021,10/07/2021,1400
14/09/2021,11/07/2021,788
14/09/2021,12/07/2021,1991
14/09/2021,13/07/2021,2605
14/09/2021,14/07/2021,2617
14/09/2021,15/07/2021,3191
14/09/2021,16/07/2021,3692
14/09/2021,17/07/2021,2960
14/09/2021,18/07/2021,1752
14/09/2021,19/07/2021,4238
14/09/2021,20/07/2021,5037
14/09/2021,21/07/2021,5117
14/09/2021,22/07/2021,4942
14/09/2021,23/07/2021,5427
14/09/2021,24/07/2021,4248
14/09/2021,25/07/2021,2204
14/09/2021,26/07/2021,6309
14/09/2021,27/07/2021,6400
14/09/2021,28/07/2021,6124
14/09/2021,29/07/2021,5925
14/09/2021,30/07/2021,6173
14/09/2021,31/07/2021,4948
14/09/2021,01/08/2021,2394
14/09/2021,02/08/2021,6640
14/09/2021,03/08/2021,7089
14/09/2021,04/08/2021,7089
14/09/2021,05/08/2021,6401
14/09/2021,06/08/2021,7080
14/09/2021,07/08/2021,5068
14/09/2021,08/08/2021,2984
14/09/2021,09/08/2021,7009
14/09/2021,10/08/2021,7480
14/09/2021,11/08/2021,7004
14/09/2021,12/08/2021,7093
14/09/2021,13/08/2021,6954
14/09/2021,14/08/2021,5135
14/09/2021,15/08/2021,2348
14/09/2021,16/08/2021,6678
14/09/2021,17/08/2021,7663
14/09/2021,18/08/2021,7303
14/09/2021,19/08/2021,7090
14/09/2021,20/08/2021,7464
14/09/2021,21/08/2021,5697
14/09/2021,22/08/2021,3101
14/09/2021,23/08/2021,7742
14/09/2021,24/08/2021,7847
14/09/2021,25/08/2021,7685
14/09/2021,26/08/2021,6915
14/09/2021,27/08/2021,6950
14/09/2021,28/08/2021,5511
14/09/2021,29/08/2021,2888
14/09/2021,30/08/2021,6789
14/09/2021,31/08/2021,6997
14/09/2021,01/09/2021,6496
14/09/2021,02/09/2021,5962
14/09/2021,03/09/2021,5897
14/09/2021,04/09/2021,4582
14/09/2021,05/09/2021,2358
14/09/2021,06/09/2021,5497
14/09/2021,07/09/2021,5729
14/09/2021,08/09/2021,5203
14/09/2021,09/09/2021,4405
14/09/2021,10/09/2021,4262
14/09/2021,11/09/2021,3074
14/09/2021,12/09/2021,1016
14/09/2021,13/09/2021,1071
14/09/2021,14/09/2021,<5
14/09/2021,,2582
15/09/2021,29/01/2020,<5
15/09/2021,06/02/2020,<5
15/09/2021,20/02/2020,<5
15/09/2021,21/02/2020,37
15/09/2021,22/02/2020,57
15/09/2021,23/02/2020,77
15/09/2021,24/02/2020,86
15/09/2021,25/02/2020,191
15/09/2021,26/02/2020,277
15/09/2021,27/02/2020,286
15/09/2021,28/02/2020,354
15/09/2021,29/02/2020,373
15/09/2021,01/03/2020,410
15/09/2021,02/03/2020,630
15/09/2021,03/03/2020,804
15/09/2021,04/03/2020,1075
15/09/2021,05/03/2020,1301
15/09/2021,06/03/2020,1528
15/09/2021,07/03/2020,1450
15/09/2021,08/03/2020,1452
15/09/2021,09/03/2020,2240
15/09/2021,10/03/2020,2454
15/09/2021,11/03/2020,2776
15/09/2021,12/03/2020,3140
15/09/2021,13/03/2020,4105
15/09/2021,14/03/2020,3537
15/09/2021,15/03/2020,2849
15/09/2021,16/03/2020,4814
15/09/2021,17/03/2020,5343
15/09/2021,18/03/2020,5689
15/09/2021,19/03/2020,5680
15/09/2021,20/03/2020,6255
15/09/2021,21/03/2020,4922
15/09/2021,22/03/2020,3926
15/09/2021,23/03/2020,6101
15/09/2021,24/03/2020,5916
15/09/2021,25/03/2020,5803
15/09/2021,26/03/2020,5703
15/09/2021,27/03/2020,5795
15/09/2021,28/03/2020,4528
15/09/2021,29/03/2020,3015
15/09/2021,30/03/2020,5089
15/09/2021,31/03/2020,5362
15/09/2021,01/04/2020,5024
15/09/2021,02/04/2020,4776
15/09/2021,03/04/2020,4452
15/09/2021,04/04/2020,3661
15/09/2021,05/04/2020,2600
15/09/2021,06/04/2020,4088
15/09/2021,07/04/2020,4141
15/09/2021,08/04/2020,4801
15/09/2021,09/04/2020,4686
15/09/2021,10/04/2020,5130
15/09/2021,11/04/2020,3431
15/09/2021,12/04/2020,1924
15/09/2021,13/04/2020,2267
15/09/2021,14/04/2020,3277
15/09/2021,15/04/2020,3951
15/09/2021,16/04/2020,3706
15/09/2021,17/04/2020,3504
15/09/2021,18/04/2020,2640
15/09/2021,19/04/2020,1389
15/09/2021,20/04/2020,3007
15/09/2021,21/04/2020,3076
15/09/2021,22/04/2020,2605
15/09/2021,23/04/2020,2812
15/09/2021,24/04/2020,2739
15/09/2021,25/04/2020,1667
15/09/2021,26/04/2020,1018
15/09/2021,27/04/2020,1982
15/09/2021,28/04/2020,2240
15/09/2021,29/04/2020,2327
15/09/2021,30/04/2020,2267
15/09/2021,01/05/2020,1085
15/09/2021,02/05/2020,1020
15/09/2021,03/05/2020,506
15/09/2021,04/05/2020,1458
15/09/2021,05/05/2020,1536
15/09/2021,06/05/2020,1443
15/09/2021,07/05/2020,1389
15/09/2021,08/05/2020,1379
15/09/2021,09/05/2020,731
15/09/2021,10/05/2020,337
15/09/2021,11/05/2020,872
15/09/2021,12/05/2020,916
15/09/2021,13/05/2020,889
15/09/2021,14/05/2020,902
15/09/2021,15/05/2020,791
15/09/2021,16/05/2020,606
15/09/2021,17/05/2020,298
15/09/2021,18/05/2020,655
15/09/2021,19/05/2020,720
15/09/2021,20/05/2020,674
15/09/2021,21/05/2020,622
15/09/2021,22/05/2020,685
15/09/2021,23/05/2020,356
15/09/2021,24/05/2020,147
15/09/2021,25/05/2020,513
15/09/2021,26/05/2020,540
15/09/2021,27/05/2020,524
15/09/2021,28/05/2020,516
15/09/2021,29/05/2020,388
15/09/2021,30/05/2020,285
15/09/2021,31/05/2020,89
15/09/2021,01/06/2020,375
15/09/2021,02/06/2020,87
15/09/2021,03/06/2020,358
15/09/2021,04/06/2020,361
15/09/2021,05/06/2020,384
15/09/2021,06/06/2020,203
15/09/2021,07/06/2020,84
15/09/2021,08/06/2020,300
15/09/2021,09/06/2020,368
15/09/2021,10/06/2020,394
15/09/2021,11/06/2020,447
15/09/2021,12/06/2020,369
15/09/2021,13/06/2020,214
15/09/2021,14/06/2020,68
15/09/2021,15/06/2020,276
15/09/2021,16/06/2020,280
15/09/2021,17/06/2020,302
15/09/2021,18/06/2020,232
15/09/2021,19/06/2020,290
15/09/2021,20/06/2020,165
15/09/2021,21/06/2020,62
15/09/2021,22/06/2020,333
15/09/2021,23/06/2020,292
15/09/2021,24/06/2020,206
15/09/2021,25/06/2020,201
15/09/2021,26/06/2020,184
15/09/2021,27/06/2020,121
15/09/2021,28/06/2020,62
15/09/2021,29/06/2020,233
15/09/2021,30/06/2020,198
15/09/2021,01/07/2020,236
15/09/2021,02/07/2020,249
15/09/2021,03/07/2020,238
15/09/2021,04/07/2020,219
15/09/2021,05/07/2020,81
15/09/2021,06/07/2020,235
15/09/2021,07/07/2020,224
15/09/2021,08/07/2020,284
15/09/2021,09/07/2020,220
15/09/2021,10/07/2020,250
15/09/2021,11/07/2020,163
15/09/2021,12/07/2020,62
15/09/2021,13/07/2020,187
15/09/2021,14/07/2020,238
15/09/2021,15/07/2020,237
15/09/2021,16/07/2020,256
15/09/2021,17/07/2020,285
15/09/2021,18/07/2020,166
15/09/2021,19/07/2020,110
15/09/2021,20/07/2020,316
15/09/2021,21/07/2020,279
15/09/2021,22/07/2020,276
15/09/2021,23/07/2020,267
15/09/2021,24/07/2020,307
15/09/2021,25/07/2020,193
15/09/2021,26/07/2020,92
15/09/2021,27/07/2020,323
15/09/2021,28/07/2020,317
15/09/2021,29/07/2020,469
15/09/2021,30/07/2020,354
15/09/2021,31/07/2020,320
15/09/2021,01/08/2020,201
15/09/2021,02/08/2020,107
15/09/2021,03/08/2020,420
15/09/2021,04/08/2020,394
15/09/2021,05/08/2020,507
15/09/2021,06/08/2020,398
15/09/2021,07/08/2020,495
15/09/2021,08/08/2020,344
15/09/2021,09/08/2020,194
15/09/2021,10/08/2020,501
15/09/2021,11/08/2020,534
15/09/2021,12/08/2020,626
15/09/2021,13/08/2020,550
15/09/2021,14/08/2020,633
15/09/2021,15/08/2020,324
15/09/2021,16/08/2020,300
15/09/2021,17/08/2020,704
15/09/2021,18/08/2020,926
15/09/2021,19/08/2020,1069
15/09/2021,20/08/2020,1161
15/09/2021,21/08/2020,1416
15/09/2021,22/08/2020,1064
15/09/2021,23/08/2020,718
15/09/2021,24/08/2020,1675
15/09/2021,25/08/2020,1598
15/09/2021,26/08/2020,1550
15/09/2021,27/08/2020,1510
15/09/2021,28/08/2020,1470
15/09/2021,29/08/2020,1066
15/09/2021,30/08/2020,588
15/09/2021,31/08/2020,1437
15/09/2021,01/09/2020,1429
15/09/2021,02/09/2020,1629
15/09/2021,03/09/2020,1597
15/09/2021,04/09/2020,1656
15/09/2021,05/09/2020,1149
15/09/2021,06/09/2020,563
15/09/2021,07/09/2020,1585
15/09/2021,08/09/2020,1621
15/09/2021,09/09/2020,1634
15/09/2021,10/09/2020,1678
15/09/2021,11/09/2020,1622
15/09/2021,12/09/2020,1230
15/09/2021,13/09/2020,603
15/09/2021,14/09/2020,1667
15/09/2021,15/09/2020,1833
15/09/2021,16/09/2020,1621
15/09/2021,17/09/2020,1755
15/09/2021,18/09/2020,1927
15/09/2021,19/09/2020,1326
15/09/2021,20/09/2020,664
15/09/2021,21/09/2020,1981
15/09/2021,22/09/2020,1945
15/09/2021,23/09/2020,2049
15/09/2021,24/09/2020,2017
15/09/2021,25/09/2020,2112
15/09/2021,26/09/2020,1505
15/09/2021,27/09/2020,905
15/09/2021,28/09/2020,2295
15/09/2021,29/09/2020,2338
15/09/2021,30/09/2020,2619
15/09/2021,01/10/2020,3042
15/09/2021,02/10/2020,3334
15/09/2021,03/10/2020,2616
15/09/2021,04/10/2020,1765
15/09/2021,05/10/2020,4727
15/09/2021,06/10/2020,4947
15/09/2021,07/10/2020,5464
15/09/2021,08/10/2020,6180
15/09/2021,09/10/2020,6946
15/09/2021,10/10/2020,6070
15/09/2021,11/10/2020,3437
15/09/2021,12/10/2020,9601
15/09/2021,13/10/2020,10458
15/09/2021,14/10/2020,11478
15/09/2021,15/10/2020,12221
15/09/2021,16/10/2020,13796
15/09/2021,17/10/2020,11904
15/09/2021,18/10/2020,6430
15/09/2021,19/10/2020,17637
15/09/2021,20/10/2020,19721
15/09/2021,21/10/2020,22779
15/09/2021,22/10/2020,24196
15/09/2021,23/10/2020,26148
15/09/2021,24/10/2020,20249
15/09/2021,25/10/2020,11365
15/09/2021,26/10/2020,28760
15/09/2021,27/10/2020,31764
15/09/2021,28/10/2020,34220
15/09/2021,29/10/2020,33330
15/09/2021,30/10/2020,35561
15/09/2021,31/10/2020,25801
15/09/2021,01/11/2020,13877
15/09/2021,02/11/2020,35340
15/09/2021,03/11/2020,38391
15/09/2021,04/11/2020,41634
15/09/2021,05/11/2020,40625
15/09/2021,06/11/2020,41985
15/09/2021,07/11/2020,30354
15/09/2021,08/11/2020,15707
15/09/2021,09/11/2020,39310
15/09/2021,10/11/2020,40817
15/09/2021,11/11/2020,39728
15/09/2021,12/11/2020,39250
15/09/2021,13/11/2020,40015
15/09/2021,14/11/2020,29163
15/09/2021,15/11/2020,14651
15/09/2021,16/11/2020,36702
15/09/2021,17/11/2020,38476
15/09/2021,18/11/2020,37001
15/09/2021,19/11/2020,35449
15/09/2021,20/11/2020,32876
15/09/2021,21/11/2020,22856
15/09/2021,22/11/2020,10865
15/09/2021,23/11/2020,28478
15/09/2021,24/11/2020,28879
15/09/2021,25/11/2020,27468
15/09/2021,26/11/2020,26582
15/09/2021,27/11/2020,24479
15/09/2021,28/11/2020,18234
15/09/2021,29/11/2020,8268
15/09/2021,30/11/2020,22541
15/09/2021,01/12/2020,23233
15/09/2021,02/12/2020,21673
15/09/2021,03/12/2020,20270
15/09/2021,04/12/2020,20497
15/09/2021,05/12/2020,15421
15/09/2021,06/12/2020,6349
15/09/2021,07/12/2020,19504
15/09/2021,08/12/2020,7764
15/09/2021,09/12/2020,20133
15/09/2021,10/12/2020,20696
15/09/2021,11/12/2020,19807
15/09/2021,12/12/2020,14308
15/09/2021,13/12/2020,5792
15/09/2021,14/12/2020,18158
15/09/2021,15/12/2020,18581
15/09/2021,16/12/2020,16998
15/09/2021,17/12/2020,16544
15/09/2021,18/12/2020,16966
15/09/2021,19/12/2020,12963
15/09/2021,20/12/2020,6479
15/09/2021,21/12/2020,17309
15/09/2021,22/12/2020,19609
15/09/2021,23/12/2020,19136
15/09/2021,24/12/2020,15956
15/09/2021,25/12/2020,4598
15/09/2021,26/12/2020,8003
15/09/2021,27/12/2020,7745
15/09/2021,28/12/2020,19166
15/09/2021,29/12/2020,24159
15/09/2021,30/12/2020,23926
15/09/2021,31/12/2020,19193
15/09/2021,01/01/2021,5689
15/09/2021,02/01/2021,15655
15/09/2021,03/01/2021,8385
15/09/2021,04/01/2021,22884
15/09/2021,05/01/2021,24788
15/09/2021,06/01/2021,9154
15/09/2021,07/01/2021,21483
15/09/2021,08/01/2021,21120
15/09/2021,09/01/2021,15585
15/09/2021,10/01/2021,6922
15/09/2021,11/01/2021,17054
15/09/2021,12/01/2021,16466
15/09/2021,13/01/2021,15474
15/09/2021,14/01/2021,14679
15/09/2021,15/01/2021,14341
15/09/2021,16/01/2021,10924
15/09/2021,17/01/2021,4993
15/09/2021,18/01/2021,14552
15/09/2021,19/01/2021,14556
15/09/2021,20/01/2021,13753
15/09/2021,21/01/2021,12898
15/09/2021,22/01/2021,13715
15/09/2021,23/01/2021,10517
15/09/2021,24/01/2021,4857
15/09/2021,25/01/2021,14319
15/09/2021,26/01/2021,14619
15/09/2021,27/01/2021,13347
15/09/2021,28/01/2021,12234
15/09/2021,29/01/2021,12944
15/09/2021,30/01/2021,10235
15/09/2021,31/01/2021,4791
15/09/2021,01/02/2021,13444
15/09/2021,02/02/2021,13939
15/09/2021,03/02/2021,13338
15/09/2021,04/02/2021,13306
15/09/2021,05/02/2021,13608
15/09/2021,06/02/2021,10771
15/09/2021,07/02/2021,4817
15/09/2021,08/02/2021,13872
15/09/2021,09/02/2021,14653
15/09/2021,10/02/2021,13886
15/09/2021,11/02/2021,13422
15/09/2021,12/02/2021,13113
15/09/2021,13/02/2021,9830
15/09/2021,14/02/2021,4407
15/09/2021,15/02/2021,12958
15/09/2021,16/02/2021,14088
15/09/2021,17/02/2021,14069
15/09/2021,18/02/2021,14618
15/09/2021,19/02/2021,15424
15/09/2021,20/02/2021,12642
15/09/2021,21/02/2021,5800
15/09/2021,22/02/2021,17962
15/09/2021,23/02/2021,19838
15/09/2021,24/02/2021,19906
15/09/2021,25/02/2021,19542
15/09/2021,26/02/2021,20935
15/09/2021,27/02/2021,15957
15/09/2021,28/02/2021,7111
15/09/2021,01/03/2021,22033
15/09/2021,02/03/2021,23131
15/09/2021,03/03/2021,23876
15/09/2021,04/03/2021,22901
15/09/2021,05/03/2021,24272
15/09/2021,06/03/2021,18133
15/09/2021,07/03/2021,8065
15/09/2021,08/03/2021,23973
15/09/2021,09/03/2021,26009
15/09/2021,10/03/2021,25743
15/09/2021,11/03/2021,25723
15/09/2021,12/03/2021,25311
15/09/2021,13/03/2021,20056
15/09/2021,14/03/2021,8971
15/09/2021,15/03/2021,24374
15/09/2021,16/03/2021,25889
15/09/2021,17/03/2021,24798
15/09/2021,18/03/2021,24040
15/09/2021,19/03/2021,23563
15/09/2021,20/03/2021,17896
15/09/2021,21/03/2021,8481
15/09/2021,22/03/2021,23285
15/09/2021,23/03/2021,24508
15/09/2021,24/03/2021,24205
15/09/2021,25/03/2021,23238
15/09/2021,26/03/2021,23418
15/09/2021,27/03/2021,17349
15/09/2021,28/03/2021,8234
15/09/2021,29/03/2021,22379
15/09/2021,30/03/2021,23411
15/09/2021,31/03/2021,22183
15/09/2021,01/04/2021,21642
15/09/2021,02/04/2021,20493
15/09/2021,03/04/2021,15537
15/09/2021,04/04/2021,5666
15/09/2021,05/04/2021,7269
15/09/2021,06/04/2021,18551
15/09/2021,07/04/2021,19179
15/09/2021,08/04/2021,17683
15/09/2021,09/04/2021,17293
15/09/2021,10/04/2021,14020
15/09/2021,11/04/2021,6747
15/09/2021,12/04/2021,16833
15/09/2021,13/04/2021,17308
15/09/2021,14/04/2021,16326
15/09/2021,15/04/2021,14989
15/09/2021,16/04/2021,15104
15/09/2021,17/04/2021,11436
15/09/2021,18/04/2021,5801
15/09/2021,19/04/2021,14741
15/09/2021,20/04/2021,15667
15/09/2021,21/04/2021,14798
15/09/2021,22/04/2021,14257
15/09/2021,23/04/2021,14507
15/09/2021,24/04/2021,12026
15/09/2021,25/04/2021,5268
15/09/2021,26/04/2021,13672
15/09/2021,27/04/2021,14414
15/09/2021,28/04/2021,13757
15/09/2021,29/04/2021,12425
15/09/2021,30/04/2021,12903
15/09/2021,01/05/2021,6115
15/09/2021,02/05/2021,4634
15/09/2021,03/05/2021,11475
15/09/2021,04/05/2021,11412
15/09/2021,05/05/2021,10795
15/09/2021,06/05/2021,9510
15/09/2021,07/05/2021,9514
15/09/2021,08/05/2021,7406
15/09/2021,09/05/2021,3603
15/09/2021,10/05/2021,8125
15/09/2021,11/05/2021,8279
15/09/2021,12/05/2021,7500
15/09/2021,13/05/2021,6691
15/09/2021,14/05/2021,6561
15/09/2021,15/05/2021,5030
15/09/2021,16/05/2021,2164
15/09/2021,17/05/2021,5494
15/09/2021,18/05/2021,5811
15/09/2021,19/05/2021,5086
15/09/2021,20/05/2021,4402
15/09/2021,21/05/2021,4516
15/09/2021,22/05/2021,3626
15/09/2021,23/05/2021,1474
15/09/2021,24/05/2021,3964
15/09/2021,25/05/2021,4033
15/09/2021,26/05/2021,3683
15/09/2021,27/05/2021,3413
15/09/2021,28/05/2021,3406
15/09/2021,29/05/2021,2705
15/09/2021,30/05/2021,1195
15/09/2021,31/05/2021,2987
15/09/2021,01/06/2021,3170
15/09/2021,02/06/2021,1273
15/09/2021,03/06/2021,2763
15/09/2021,04/06/2021,3008
15/09/2021,05/06/2021,2106
15/09/2021,06/06/2021,983
15/09/2021,07/06/2021,2207
15/09/2021,08/06/2021,2151
15/09/2021,09/06/2021,1834
15/09/2021,10/06/2021,1806
15/09/2021,11/06/2021,1821
15/09/2021,12/06/2021,1172
15/09/2021,13/06/2021,571
15/09/2021,14/06/2021,1465
15/09/2021,15/06/2021,1325
15/09/2021,16/06/2021,1218
15/09/2021,17/06/2021,1121
15/09/2021,18/06/2021,1077
15/09/2021,19/06/2021,815
15/09/2021,20/06/2021,362
15/09/2021,21/06/2021,942
15/09/2021,22/06/2021,938
15/09/2021,23/06/2021,809
15/09/2021,24/06/2021,806
15/09/2021,25/06/2021,840
15/09/2021,26/06/2021,655
15/09/2021,27/06/2021,274
15/09/2021,28/06/2021,830
15/09/2021,29/06/2021,795
15/09/2021,30/06/2021,871
15/09/2021,01/07/2021,907
15/09/2021,02/07/2021,990
15/09/2021,03/07/2021,823
15/09/2021,04/07/2021,402
15/09/2021,05/07/2021,1127
15/09/2021,06/07/2021,1382
15/09/2021,07/07/2021,1218
15/09/2021,08/07/2021,1390
15/09/2021,09/07/2021,1491
15/09/2021,10/07/2021,1400
15/09/2021,11/07/2021,788
15/09/2021,12/07/2021,1991
15/09/2021,13/07/2021,2605
15/09/2021,14/07/2021,2616
15/09/2021,15/07/2021,3191
15/09/2021,16/07/2021,3692
15/09/2021,17/07/2021,2961
15/09/2021,18/07/2021,1752
15/09/2021,19/07/2021,4236
15/09/2021,20/07/2021,5037
15/09/2021,21/07/2021,5117
15/09/2021,22/07/2021,4943
15/09/2021,23/07/2021,5426
15/09/2021,24/07/2021,4248
15/09/2021,25/07/2021,2205
15/09/2021,26/07/2021,6309
15/09/2021,27/07/2021,6400
15/09/2021,28/07/2021,6124
15/09/2021,29/07/2021,5927
15/09/2021,30/07/2021,6173
15/09/2021,31/07/2021,4947
15/09/2021,01/08/2021,2395
15/09/2021,02/08/2021,6640
15/09/2021,03/08/2021,7089
15/09/2021,04/08/2021,7091
15/09/2021,05/08/2021,6399
15/09/2021,06/08/2021,7079
15/09/2021,07/08/2021,5070
15/09/2021,08/08/2021,2984
15/09/2021,09/08/2021,7010
15/09/2021,10/08/2021,7480
15/09/2021,11/08/2021,7005
15/09/2021,12/08/2021,7096
15/09/2021,13/08/2021,6954
15/09/2021,14/08/2021,5137
15/09/2021,15/08/2021,2347
15/09/2021,16/08/2021,6680
15/09/2021,17/08/2021,7667
15/09/2021,18/08/2021,7306
15/09/2021,19/08/2021,7103
15/09/2021,20/08/2021,7474
15/09/2021,21/08/2021,5696
15/09/2021,22/08/2021,3098
15/09/2021,23/08/2021,7740
15/09/2021,24/08/2021,7853
15/09/2021,25/08/2021,7688
15/09/2021,26/08/2021,6919
15/09/2021,27/08/2021,6960
15/09/2021,28/08/2021,5520
15/09/2021,29/08/2021,2888
15/09/2021,30/08/2021,6790
15/09/2021,31/08/2021,7011
15/09/2021,01/09/2021,6500
15/09/2021,02/09/2021,5993
15/09/2021,03/09/2021,5956
15/09/2021,04/09/2021,4586
15/09/2021,05/09/2021,2365
15/09/2021,06/09/2021,5627
15/09/2021,07/09/2021,5899
15/09/2021,08/09/2021,5326
15/09/2021,09/09/2021,4846
15/09/2021,10/09/2021,4875
15/09/2021,11/09/2021,3776
15/09/2021,12/09/2021,1613
15/09/2021,13/09/2021,2851
15/09/2021,14/09/2021,1136
15/09/2021,15/09/2021,<5
15/09/2021,,2585
16/09/2021,29/01/2020,<5
16/09/2021,06/02/2020,<5
16/09/2021,20/02/2020,<5
16/09/2021,21/02/2020,37
16/09/2021,22/02/2020,57
16/09/2021,23/02/2020,77
16/09/2021,24/02/2020,86
16/09/2021,25/02/2020,191
16/09/2021,26/02/2020,277
16/09/2021,27/02/2020,286
16/09/2021,28/02/2020,354
16/09/2021,29/02/2020,373
16/09/2021,01/03/2020,410
16/09/2021,02/03/2020,629
16/09/2021,03/03/2020,805
16/09/2021,04/03/2020,1075
16/09/2021,05/03/2020,1301
16/09/2021,06/03/2020,1528
16/09/2021,07/03/2020,1450
16/09/2021,08/03/2020,1452
16/09/2021,09/03/2020,2240
16/09/2021,10/03/2020,2454
16/09/2021,11/03/2020,2776
16/09/2021,12/03/2020,3140
16/09/2021,13/03/2020,4105
16/09/2021,14/03/2020,3537
16/09/2021,15/03/2020,2849
16/09/2021,16/03/2020,4815
16/09/2021,17/03/2020,5342
16/09/2021,18/03/2020,5689
16/09/2021,19/03/2020,5680
16/09/2021,20/03/2020,6255
16/09/2021,21/03/2020,4922
16/09/2021,22/03/2020,3926
16/09/2021,23/03/2020,6101
16/09/2021,24/03/2020,5916
16/09/2021,25/03/2020,5803
16/09/2021,26/03/2020,5703
16/09/2021,27/03/2020,5795
16/09/2021,28/03/2020,4528
16/09/2021,29/03/2020,3015
16/09/2021,30/03/2020,5089
16/09/2021,31/03/2020,5362
16/09/2021,01/04/2020,5024
16/09/2021,02/04/2020,4776
16/09/2021,03/04/2020,4452
16/09/2021,04/04/2020,3661
16/09/2021,05/04/2020,2600
16/09/2021,06/04/2020,4088
16/09/2021,07/04/2020,4141
16/09/2021,08/04/2020,4801
16/09/2021,09/04/2020,4686
16/09/2021,10/04/2020,5130
16/09/2021,11/04/2020,3432
16/09/2021,12/04/2020,1923
16/09/2021,13/04/2020,2267
16/09/2021,14/04/2020,3277
16/09/2021,15/04/2020,3951
16/09/2021,16/04/2020,3706
16/09/2021,17/04/2020,3504
16/09/2021,18/04/2020,2640
16/09/2021,19/04/2020,1389
16/09/2021,20/04/2020,3007
16/09/2021,21/04/2020,3076
16/09/2021,22/04/2020,2605
16/09/2021,23/04/2020,2812
16/09/2021,24/04/2020,2739
16/09/2021,25/04/2020,1667
16/09/2021,26/04/2020,1018
16/09/2021,27/04/2020,1982
16/09/2021,28/04/2020,2240
16/09/2021,29/04/2020,2327
16/09/2021,30/04/2020,2267
16/09/2021,01/05/2020,1085
16/09/2021,02/05/2020,1020
16/09/2021,03/05/2020,506
16/09/2021,04/05/2020,1458
16/09/2021,05/05/2020,1536
16/09/2021,06/05/2020,1443
16/09/2021,07/05/2020,1389
16/09/2021,08/05/2020,1379
16/09/2021,09/05/2020,731
16/09/2021,10/05/2020,337
16/09/2021,11/05/2020,872
16/09/2021,12/05/2020,916
16/09/2021,13/05/2020,889
16/09/2021,14/05/2020,902
16/09/2021,15/05/2020,791
16/09/2021,16/05/2020,606
16/09/2021,17/05/2020,298
16/09/2021,18/05/2020,655
16/09/2021,19/05/2020,720
16/09/2021,20/05/2020,674
16/09/2021,21/05/2020,622
16/09/2021,22/05/2020,685
16/09/2021,23/05/2020,356
16/09/2021,24/05/2020,147
16/09/2021,25/05/2020,513
16/09/2021,26/05/2020,540
16/09/2021,27/05/2020,524
16/09/2021,28/05/2020,516
16/09/2021,29/05/2020,388
16/09/2021,30/05/2020,285
16/09/2021,31/05/2020,89
16/09/2021,01/06/2020,375
16/09/2021,02/06/2020,87
16/09/2021,03/06/2020,358
16/09/2021,04/06/2020,361
16/09/2021,05/06/2020,384
16/09/2021,06/06/2020,203
16/09/2021,07/06/2020,84
16/09/2021,08/06/2020,300
16/09/2021,09/06/2020,368
16/09/2021,10/06/2020,394
16/09/2021,11/06/2020,447
16/09/2021,12/06/2020,369
16/09/2021,13/06/2020,214
16/09/2021,14/06/2020,68
16/09/2021,15/06/2020,276
16/09/2021,16/06/2020,280
16/09/2021,17/06/2020,302
16/09/2021,18/06/2020,232
16/09/2021,19/06/2020,290
16/09/2021,20/06/2020,165
16/09/2021,21/06/2020,62
16/09/2021,22/06/2020,333
16/09/2021,23/06/2020,292
16/09/2021,24/06/2020,206
16/09/2021,25/06/2020,201
16/09/2021,26/06/2020,184
16/09/2021,27/06/2020,121
16/09/2021,28/06/2020,62
16/09/2021,29/06/2020,235
16/09/2021,30/06/2020,197
16/09/2021,01/07/2020,235
16/09/2021,02/07/2020,249
16/09/2021,03/07/2020,238
16/09/2021,04/07/2020,224
16/09/2021,05/07/2020,76
16/09/2021,06/07/2020,235
16/09/2021,07/07/2020,224
16/09/2021,08/07/2020,285
16/09/2021,09/07/2020,219
16/09/2021,10/07/2020,250
16/09/2021,11/07/2020,163
16/09/2021,12/07/2020,62
16/09/2021,13/07/2020,187
16/09/2021,14/07/2020,238
