FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
"869","949","03020052",RONCOFERRARO,MANTOVA,MN,LOMBARDIA,"63337946.7881461","46174.1550815294","5","0","5",127247617.099121,65447.8543578512
"870","950","03014032",GORDONA,SONDRIO,SO,LOMBARDIA,"63664202.9396052","42443.8659756432","9","1","10",133344277.654297,61429.9344087631
"871","951","03013206",SAN FERMO DELLA BATTAGLIA,COMO,CO,LOMBARDIA,"5832028.16765665","12765.7640500918","14","1","15",12010386.75,18318.2727106393
"872","952","03016245",ZANICA,BERGAMO,BG,LOMBARDIA,"15109698.5143389","21484.3373945821","37","22","59",30919857.7436523,30731.2207938324
"873","953","03016128",LOVERE,BERGAMO,BG,LOMBARDIA,"6878081.28742448","14507.2399984655","40","7","47",14167971.1264648,20829.0630033675
"874","954","03015242",VIMODRONE,MILANO,MI,LOMBARDIA,"4792571.72431651","14526.2124721595","50","13","63",9767258.13378906,20733.7414389822
"875","955","03016033",BOSSICO,BERGAMO,BG,LOMBARDIA,"6414409.71408783","15903.0308378172","4","1","5",13222474.8168945,22832.5572372984
"876","956","03017020",BORGO SAN GIACOMO,BRESCIA,BS,LOMBARDIA,"29286102.96936","35781.5251355835","66","15","81",59322921.980957,50923.2785412189
"877","957","03097020",CERNUSCO LOMBARDONE,LECCO,LC,LOMBARDIA,"3794797.58575807","12380.4338252768","26","3","29",7781993.81396484,17732.9538970655
"878","958","03097008",BELLANO,LECCO,LC,LOMBARDIA,"22890633.1747173","26281.4302006927","22","4","26",47541742.2001953,37874.4358378233
"879","959","03014023",COLORINA,SONDRIO,SO,LOMBARDIA,"17786371.5178608","19570.970631891","2","0","2",37065796.3920898,28256.747813168
"880","960","03015226",TURBIGO,MILANO,MI,LOMBARDIA,"8539199.00358151","15220.6168130499","13","1","14",17410192.9550781,21736.2403820801
"881","961","03019083",RIVAROLO DEL RE ED UNITI,CREMONA,CR,LOMBARDIA,"27298580.5698544","27279.2926518087","10","2","12",54692195.8364258,38595.3919118189
"882","963","03098023",CORNOVECCHIO,LODI,LO,LOMBARDIA,"6527503.3078355","13653.862126893","3","0","3",13130804.925293,19365.6017807441
"883","964","03018191",CORNALE E BASTIDA,PAVIA,PV,LOMBARDIA,"4283409.7415245","17362.8766345694","2","5","7",8587816.94091797,24584.6933663294
"884","965","03019052",GUSSOLA,CREMONA,CR,LOMBARDIA,"25157465.2231976","29726.1123081785","12","2","14",50356195.875,42078.5890842036
"885","966","03013036",CADORAGO,COMO,CO,LOMBARDIA,"7159714.9169998","18654.6230926946","14","1","15",14698626.2626953,26733.2824282984
"886","967","03014029",FORCOLA,SONDRIO,SO,LOMBARDIA,"15906404.7076227","23317.0823205018","2","0","2",33145351.1586914,33660.777507992
"887","968","03016161",PEIA,BERGAMO,BG,LOMBARDIA,"4455826.38558425","11376.2534017207","6","7","13",9170914.56640625,16319.0012938249
"888","970","03017159",QUINZANO D`OGLIO,BRESCIA,BS,LOMBARDIA,"21430846.7274765","27789.9560937436","41","15","56",43359120.5268555,39532.6116901164
"889","971","03015055",CASARILE,MILANO,MI,LOMBARDIA,"7293281.03479951","16126.6436451726","14","3","17",14759257.8037109,22940.6864714811
"890","972","03015012",BAREGGIO,MILANO,MI,LOMBARDIA,"11249419.7885145","19749.9762079394","45","6","51",22893954.0234375,28185.1763989769
"891","975","03019114",VOLONGO,CREMONA,CR,LOMBARDIA,"7993318.77369815","16259.0858808738","5","0","5",16110649.8154297,23086.108850009
"892","977","03016114",GORLAGO,BERGAMO,BG,LOMBARDIA,"5726423.76057599","19454.005040656","31","10","41",11734229.6435547,27848.2150704559
"893","978","03017204",VOBARNO,BRESCIA,BS,LOMBARDIA,"53305318.7611356","38405.3267441529","37","5","42",109203301.805176,54976.023034896
"894","979","03017016",BERZO DEMO,BRESCIA,BS,LOMBARDIA,"16052101.4907504","21376.1703572801","13","1","14",33399846.2861328,30831.3041340437
"895","981","03013145",MENAGGIO,COMO,CO,LOMBARDIA,"10545504.2113263","18987.6928568438","9","1","10",21881246.6157227,27346.3503673597
"896","983","03017024",BOVEGNO,BRESCIA,BS,LOMBARDIA,"47854225.6137233","44533.2066339028","4","1","5",98543221.9833984,63911.2567462789
"897","984","03012048",CAVARIA CON PREMEZZO,VARESE,VA,LOMBARDIA,"3246298.3053635","10966.4438445929","6","0","6",6657839.67578125,15702.1906275497
"898","980","03017102",MANERBA DEL GARDA,BRESCIA,BS,LOMBARDIA,"34950147.5174963","26363.8380072767","19","4","23",71291079.5673828,37639.0946408998
"899","982","03017045",CASTREZZATO,BRESCIA,BS,LOMBARDIA,"13689018.500051","21061.1344743115","37","8","45",27888513.9282227,30064.0771052599
"900","985","03016178",RANICA,BERGAMO,BG,LOMBARDIA,"4058010.43357739","12726.8258514615","38","12","50",8332485.84667969,18242.2711504529
"901","986","03017157",PROVAGLIO VAL SABBIA,BRESCIA,BS,LOMBARDIA,"14902412.3184288","20204.1746624418","4","1","5",30547252.6953125,28917.6393115187
"902","988","03097016",CASATENOVO,LECCO,LC,LOMBARDIA,"12647592.8620463","25154.3108941458","54","12","66",25928547.331543,36019.3082653002
"903","989","03013121",LAMBRUGO,COMO,CO,LOMBARDIA,"1792416.06451272","9947.89443596786","5","3","8",3684737.81787109,14265.1630079264
"904","990","03016028",BOLGARE,BERGAMO,BG,LOMBARDIA,"8594702.6417145","17701.0049689317","39","13","52",17586736.8901367,25329.3007240943
"905","991","03016082",CORNA IMAGNA,BERGAMO,BG,LOMBARDIA,"4411062.51954077","10513.0698542488","10","0","10",9091664.08056641,15096.5104458648
"906","992","03018131",ROVESCALA,PAVIA,PV,LOMBARDIA,"8334820.2088205","14847.293766246","3","0","3",16687967.3793945,21005.8191756115
"907","993","03017118",NIARDO,BRESCIA,BS,LOMBARDIA,"22180607.3613522","22748.9048646187","12","1","13",45911679.2763672,32724.2330400229
"908","994","03018122",RIVANAZZANO TERME,PAVIA,PV,LOMBARDIA,"29229516.99968","33127.6759789819","19","4","23",58367725.1171875,46809.0137381161
"909","995","03013111",GRANDOLA ED UNITI,COMO,CO,LOMBARDIA,"16787615.7598957","33198.1219838047","2","1","3",34863313.0673828,47853.3044766613
"910","996","03014040",MAZZO DI VALTELLINA,SONDRIO,SO,LOMBARDIA,"15427278.8365643","26937.8892908457","2","0","2",32282179.0688477,38950.1395097413
"911","997","03017076",GARGNANO,BRESCIA,BS,LOMBARDIA,"76472668.7561325","43371.7793613312","9","0","9",156848223.598145,62097.931295344
"912","998","03019030",CICOGNOLO,CREMONA,CR,LOMBARDIA,"6953524.91864351","18598.7527603549","13","0","13",13994771.9873047,26380.909755381
"913","999","03015026",BOFFALORA SOPRA TICINO,MILANO,MI,LOMBARDIA,"7460693.52631152","20856.3779609301","5","2","7",15175240.4160156,29746.5683765755
"914","1000","03013138",LURATE CACCIVIO,COMO,CO,LOMBARDIA,"6000239.15552822","13613.0298135089","4","1","5",12337764.7119141,19525.6373886283
"915","1001","03016121",ISOLA DI FONDRA,BERGAMO,BG,LOMBARDIA,"12650537.8317935","17864.5641627765","0","1","1",26206461.4287109,25702.526110471
"916","1002","03016005",ALME`,BERGAMO,BG,LOMBARDIA,"1976366.36804584","6390.82339952216","35","16","51",4059600.89501953,9157.22492517692
"917","1003","03018089",MENCONICO,PAVIA,PV,LOMBARDIA,"28421377.7545575","23579.898298474","1","0","1",56496500.8955078,33236.6060870131
"918","928","03017127",OSPITALETTO,BRESCIA,BS,LOMBARDIA,"9275587.59508733","16695.5251143381","98","23","121",18924876.1347656,23841.3332201955
"919","929","03019107",TORRE DE` PICENARDI,CREMONA,CR,LOMBARDIA,"34178932.4940117","35460.2548765134","4","2","6",68706242.6425781,50282.7326498175
"920","931","03015178",POZZUOLO MARTESANA,MILANO,MI,LOMBARDIA,"12332929.2405","22462.0381299231","31","6","37",25131426.6494141,32064.9756711374
"921","932","03020064",SUSTINENTE,MANTOVA,MN,LOMBARDIA,"26812074.8568449","31052.233746923","2","1","3",53784039.0844727,43980.3974712005
"922","933","03017198",VEZZA D`OGLIO,BRESCIA,BS,LOMBARDIA,"54061338.9108143","43146.3809344867","10","2","12",113152527.67334,62443.0315411142
"923","934","03097058",OLGIATE MOLGORA,LECCO,LC,LOMBARDIA,"7140730.74425755","21736.1762297139","23","4","27",14664099.7368164,31154.1922630224
"924","935","03016013",ARZAGO D`ADDA,BERGAMO,BG,LOMBARDIA,"9438752.6689965","13744.9303900054","9","1","10",19207763.2050781,19607.003445038
"925","936","03097047",MARGNO,LECCO,LC,LOMBARDIA,"3627985.55961237","10968.8068193947","1","0","1",7530544.54833984,15798.4702115746
"926","937","03017071",FIESSE,BRESCIA,BS,LOMBARDIA,"16114928.1582367","23414.0333067776","12","1","13",32504822.8256836,33251.669604217
"927","938","03016252",SANT`OMOBONO TERME,BERGAMO,BG,LOMBARDIA,"16164056.5214134","25424.5461337117","12","7","19",33296979.7768555,36492.3780803227
"928","939","03016125",LENNA,BERGAMO,BG,LOMBARDIA,"12978648.1596536","21455.3565227523","4","4","8",26845418.4907227,30856.46962918
"929","940","03098015",CASTIRAGA VIDARDO,LODI,LO,LOMBARDIA,"5264781.318041","17070.8682295802","8","0","8",10635243.7021484,24264.0511747584
"930","1122","03019049",GOMBITO,CREMONA,CR,LOMBARDIA,"8975938.93015601","16937.3176976517","7","0","7",18124850.2910156,24063.9984206089
"931","1123","03018008",BARBIANELLO,PAVIA,PV,LOMBARDIA,"11897191.8764595","28883.4918474617","2","3","5",23876588.996582,40925.8673073409
"932","1125","03015220",TREZZANO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,"10804791.646358","19892.953645991","40","3","43",21947252.3271484,28355.1160152255
"933","1127","03018069",GARLASCO,PAVIA,PV,LOMBARDIA,"39030897.9559495","43406.7779998547","29","14","43",78681002.7304688,61627.9971483018
"934","1128","03016062",CASTELLI CALEPIO,BERGAMO,BG,LOMBARDIA,"9846386.92766097","20794.5406524989","49","35","84",20149522.9023438,29759.0043219042
"935","1130","03016120",GRUMELLO DEL MONTE,BERGAMO,BG,LOMBARDIA,"10099537.1199447","17267.1477002503","54","16","70",20670840.7133789,24717.1365742855
"936","1131","03013095",ERBA,COMO,CO,LOMBARDIA,"17821891.3223375","29614.6511681816","47","3","50",36705988.0952148,42507.7548567439
"937","1132","03016202",SORISOLE,BERGAMO,BG,LOMBARDIA,"12393573.6445679","20587.9029498771","46","14","60",25469112.7739258,29511.461374607
"938","1133","03016004",ALBINO,BERGAMO,BG,LOMBARDIA,"31648474.1893137","32042.5540462997","145","60","205",65052456.5229492,45938.1442293701
"939","1134","03017055",CIVIDATE CAMUNO,BRESCIA,BS,LOMBARDIA,"3292536.617263","9708.22064225127","22","4","26",6810642.68945313,13960.0217842634
"940","1135","03018124",ROBECCO PAVESE,PAVIA,PV,LOMBARDIA,"6884623.08716801","15734.2667375449","3","1","4",13803899.0673828,22292.6936808747
"941","1136","03015249",VANZAGHELLO,MILANO,MI,LOMBARDIA,"5541130.33817251","15406.7165225533","7","1","8",11319648.6181641,22028.6977068063
"942","1137","03016079",COLOGNO AL SERIO,BERGAMO,BG,LOMBARDIA,"18005407.250925","20665.3439869488","49","13","62",36767640.3374023,29534.9197251764
"943","1244","03015044",CAMBIAGO,MILANO,MI,LOMBARDIA,"7311689.3111145","18029.7769637532","17","0","17",14930929.5742188,25757.7937532045
"944","1245","03016220",TREVIOLO,BERGAMO,BG,LOMBARDIA,"8672727.08456649","17184.8848093797","84","18","102",17771926.6704102,24602.3955150409
"945","1349","03018165",TROVO,PAVIA,PV,LOMBARDIA,"8166941.4456315","18839.3070442902","2","0","2",16512199.222168,26786.7259341371
"946","1351","03012011",BESANO,VARESE,VA,LOMBARDIA,"3499611.01837376","12479.1024595785","1","0","1",7227734.33007813,17938.9409496685
"947","1352","03016233",VERDELLO,BERGAMO,BG,LOMBARDIA,"7399018.05135699","14671.0979206704","48","14","62",15124951.6298828,20978.6146132547
"948","1353","03017068",EDOLO,BRESCIA,BS,LOMBARDIA,"89051245.8498256","65931.3949983644","31","4","35",185810889.691406,95194.6756011244
"949","1354","03017010",BAGOLINO,BRESCIA,BS,LOMBARDIA,"109796575.365116","60602.136415226","9","3","12",226416500.879883,87024.3236064581
"950","1355","03013126",LEZZENO,COMO,CO,LOMBARDIA,"20592845.4719662","20362.9551937234","5","0","5",42610493.6484375,29285.6902011576
"951","1392","03013186",POGNANA LARIO,COMO,CO,LOMBARDIA,"5000794.11378589","10406.3328837848","2","0","2",10325582.6586914,14952.842916762
"952","1393","03108036",ORNAGO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5782986.41762658","17517.4245337536","18","1","19",11820581.652832,25038.5049661061
"953","1394","03015222",TRIBIANO,MILANO,MI,LOMBARDIA,"6966474.136558","14392.3545774533","15","2","17",14141963.4018555,20511.9523688561
"954","1395","03012063",CUVIO,VARESE,VA,LOMBARDIA,"5865385.08777931","15574.8747645682","1","0","1",12113213.5200195,22382.698238145
"955","1396","03019031",CINGIA DE` BOTTI,CREMONA,CR,LOMBARDIA,"14373945.9602174","21271.6110957023","7","0","7",28844429.7983398,30135.6265481041
"956","1397","03015002",ABBIATEGRASSO,MILANO,MI,LOMBARDIA,"46764839.665261","50309.2242213226","75","16","91",94862533.8256836,71648.8082014387
"957","1398","03013035",CABIATE,COMO,CO,LOMBARDIA,"3223743.62534912","11452.4132597027","10","0","10",6607446.54101563,16398.3430355523
"958","1399","03019003",ANNICCO,CREMONA,CR,LOMBARDIA,"19229788.0776916","28313.7385354865","20","8","28",38826283.3061523,40234.7124611062
"959","1400","03015112",GUDO VISCONTI,MILANO,MI,LOMBARDIA,"5986285.3263445","20337.6339263643","0","1","1",12141026.2915039,28960.9152943901
"960","1401","03016077",CLUSONE,BERGAMO,BG,LOMBARDIA,"25935535.03611","23571.3937090259","85","26","111",53527572.8608398,33867.6527495679
"961","1403","03097050",MOGGIO,LECCO,LC,LOMBARDIA,"13502374.0538283","26795.9253473727","1","0","1",27913246.1489258,38528.278516751
"962","1405","03013089",DOMASO,COMO,CO,LOMBARDIA,"8267097.30682861","16494.4824653622","4","0","4",17234214.6879883,23813.7301392207
"963","1406","03097021",CESANA BRIANZA,LECCO,LC,LOMBARDIA,"3369649.35485194","12853.0434519463","17","8","25",6941700.34765625,18454.4472886558
"964","1246","03015007",ARCONATE,MILANO,MI,LOMBARDIA,"8350323.37361506","19393.7229311677","8","1","9",17033220.7114258,27700.1491504614
"965","1247","03012032",CARDANO AL CAMPO,VARESE,VA,LOMBARDIA,"9411877.79944651","16172.7855233043","14","2","16",19269930.0175781,23133.2076610074
"966","1248","03097069",PREMANA,LECCO,LC,LOMBARDIA,"33478340.1466508","32361.2393210014","13","0","13",69549650.7075195,46637.6750702556
"967","1250","03016143",MOZZO,BERGAMO,BG,LOMBARDIA,"3733787.2400281","8797.95201186453","51","13","64",7659700.79785156,12594.8696131129
"968","1251","03018054",CORANA,PAVIA,PV,LOMBARDIA,"13037449.8810255","27845.8306453497","1","0","1",26156922.6723633,39441.9604477815
"969","1253","03018050",CILAVEGNA,PAVIA,PV,LOMBARDIA,"18049622.6080165","22077.5478912839","14","2","16",36515914.8491211,31399.196327206
"970","1254","03013255",SOLBIATE CON CAGNO,COMO,CO,LOMBARDIA,"7671340.3909635","13842.3411682644","3","1","4",15793511.7358398,19864.6339401545
"971","1255","03016168",PONTE NOSSA,BERGAMO,BG,LOMBARDIA,"5870594.48488859","11744.7075552931","19","4","23",12110523.7885742,16869.114174786
"972","1256","03014078",VILLA DI TIRANO,SONDRIO,SO,LOMBARDIA,"24593512.6132516","29148.1843541406","6","6","12",51331577.2001953,42113.4283848259
"973","1257","03016100",FIORANO AL SERIO,BERGAMO,BG,LOMBARDIA,"1080515.45296567","7110.53267105674","23","13","36",2224494.73681641,10202.650469644
"974","1356","03108038",RONCO BRIANTINO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3002546.981916","10078.091964914","19","2","21",6151862.05419922,14427.1407504056
"975","1357","03016126",LEVATE,BERGAMO,BG,LOMBARDIA,"5448772.18013","12678.3648304669","15","10","25",11148049.6845703,18138.36689433
"976","1358","03020063",SOLFERINO,MANTOVA,MN,LOMBARDIA,"13004298.9488464","15720.7426003836","6","1","7",26357282.7011719,22390.3630772086
"977","1360","03017205",ZONE,BRESCIA,BS,LOMBARDIA,"19564513.5601292","20411.448802912","6","1","7",40211371.1376953,29256.7120340884
"978","1362","03018076",GROPELLO CAIROLI,PAVIA,PV,LOMBARDIA,"26258511.519873","32860.4464807455","14","7","21",52878737.6210938,46633.164811381
"979","1363","03017061",CONCESIO,BRESCIA,BS,LOMBARDIA,"19122338.1473436","23348.7320889705","98","18","116",39096305.2226563,33386.8495194525
"980","1402","03019057",MARTIGNANA DI PO,CREMONA,CR,LOMBARDIA,"14466694.7064312","26062.2601968919","15","1","16",28954827.6733398,36891.8404178927
"981","1404","03019020",CASALETTO VAPRIO,CREMONA,CR,LOMBARDIA,"5448161.7455205","13603.8183400832","25","4","29",11061711.5302734,19386.5965293294
"982","1408","03019060",MOSCAZZANO,CREMONA,CR,LOMBARDIA,"7963143.78520901","16973.4612310261","5","1","6",16100666.7197266,24146.1453820979
"983","1409","03097084",VARENNA,LECCO,LC,LOMBARDIA,"12424741.9875923","17373.6509803655","1","0","1",25753126.5419922,25021.4687071408
"984","1410","03012047",CASTRONNO,VARESE,VA,LOMBARDIA,"3745757.55870801","10206.7993317161","5","0","5",7698489.43408203,14634.6309425099
"985","1411","03017122",OFFLAGA,BRESCIA,BS,LOMBARDIA,"22945716.1281552","32006.0180313946","26","6","32",46537368.6254883,45580.0194005169
"986","1412","03018105",OLIVA GESSI,PAVIA,PV,LOMBARDIA,"3918346.1078855","10308.695411595","0","1","1",7843280.60205078,14582.5209652321
"987","1413","03017160",REMEDELLO,BRESCIA,BS,LOMBARDIA,"21371175.0527383","24631.4177960596","21","5","26",43175580.5610352,35017.3971110836
"988","1258","03013135",LUISAGO,COMO,CO,LOMBARDIA,"2102006.14385102","9087.46627582449","2","0","2",4321423.21240234,13032.6474851216
"989","1259","03017025",BOVEZZO,BRESCIA,BS,LOMBARDIA,"6407599.42857733","12205.0318435714","39","9","48",13095450.1870117,17454.0439750344
"990","1359","03013097",EUPILIO,COMO,CO,LOMBARDIA,"6836167.82930587","15079.9014995472","10","2","12",14081723.2050781,21647.0029617259
"991","1364","03014011",CAIOLO,SONDRIO,SO,LOMBARDIA,"33528839.1578222","35446.2845164748","1","1","2",69786114.5834961,51162.3994540571
"992","1365","03098029",GUARDAMIGLIO,LODI,LO,LOMBARDIA,"10439335.1516815","17151.7097003725","19","5","24",20973774.0019531,24308.523769176
"993","1366","03013227",TURATE,COMO,CO,LOMBARDIA,"10184076.8379212","21926.7129885958","22","1","23",20862990.1669922,31386.0417333732
"994","1367","03012106",MORNAGO,VARESE,VA,LOMBARDIA,"12326763.7912829","19349.0419760033","2","1","3",25319923.9272461,27736.1247576451
"995","1368","03016218",TRESCORE BALNEARIO,BERGAMO,BG,LOMBARDIA,"13461539.5531397","31875.0633069402","59","12","71",27611521.0561523,45642.4855661496
"996","1369","03015243",VITTUONE,MILANO,MI,LOMBARDIA,"5972661.19587249","18491.7929511703","49","2","51",12156890.3046875,26391.3631482678
"997","1370","03108008",BESANA IN BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"15719008.7882693","34769.6761908556","33","5","38",32240871.6713867,49801.3990353976
"998","1371","03097004",BALLABIO,LECCO,LC,LOMBARDIA,"15027710.1395256","19260.8616624104","21","5","26",31053414.644043,27691.0377361893
"999","1372","03017182",SULZANO,BRESCIA,BS,LOMBARDIA,"10855879.4965149","14714.5153222229","10","4","14",22250683.3735352,21060.7571697148
"1000","1373","03097038",GARLATE,LECCO,LC,LOMBARDIA,"3563887.09335699","9933.36869852929","9","1","10",7339679.44335938,14256.2653872555
"1001","1375","03098048",SAN MARTINO IN STRADA,LODI,LO,LOMBARDIA,"13089583.70883","27878.7491019247","31","10","41",26452315.8168945,39627.6549090083
"1002","1377","03013159",MOZZATE,COMO,CO,LOMBARDIA,"10422092.1554","23489.6381035062","12","0","12",21361481.074707,33637.8466771119
"1003","1414","03108012",BRUGHERIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"10276721.6669966","21722.0003183648","122","25","147",20971764.9760742,31029.2444417095
"1004","1416","03016185",RONCOLA,BERGAMO,BG,LOMBARDIA,"5002855.36799228","12455.3124887274","6","0","6",10291224.3476563,17858.7137793435
"1005","1417","03017130",PADERNO FRANCIACORTA,BRESCIA,BS,LOMBARDIA,"5560575.03028704","12260.520379211","19","5","24",11357768.9545898,17525.6981389993
"1006","1418","03019062",OFFANENGO,CREMONA,CR,LOMBARDIA,"12544394.664598","17090.3395223182","69","16","85",25447539.7270508,24347.9044078403
